ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/18/0,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",0,,Air activity concentration of caesium 137,,,Bq m-3,Operational,Original
grib2/4/2/0/18/1,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",1,,Air activity concentration of iodine 131,,,Bq m-3,Operational,Original
grib2/4/2/0/18/2,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",2,,Air activity concentration of radioactive pollutant,,,Bq m-3,Operational,Original
grib2/4/2/0/18/3,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",3,,Ground deposition activity of caesium 137,,,Bq m-2,Operational,Original
grib2/4/2/0/18/4,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",4,,Ground deposition activity of iodine 131,,,Bq m-2,Operational,Original
grib2/4/2/0/18/5,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",5,,Ground deposition activity of radioactive pollutant,,,Bq m-2,Operational,Original
grib2/4/2/0/18/6,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",6,,Time-integrated air activity concentration of caesium pollutant,(see Note 1),10,Bq s m-3,Operational,Original
grib2/4/2/0/18/7,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",7,,Time-integrated air activity concentration of iodine pollutant,(see Note 1),10,Bq s m-3,Operational,Original
grib2/4/2/0/18/8,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",8,,Time-integrated air activity concentration of radioactive pollutant,(see Note 1),10,Bq s m-3,Operational,Original
grib2/4/2/0/18/9,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",9,,Reserved,,,,Operational,Original
grib2/4/2/0/18/10,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",10,,Air activity concentration,(see Note 2),14,Bq m-3,Operational,Original
grib2/4/2/0/18/11,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",11,,Wet deposition activity,,,Bq m-2,Operational,Original
grib2/4/2/0/18/12,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",12,,Dry deposition activity,,,Bq m-2,Operational,Original
grib2/4/2/0/18/13,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",13,,Total deposition activity (wet + dry),,,Bq m-2,Operational,Original
grib2/4/2/0/18/14,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",14,,Specific activity concentration,(see Note 2),14,Bq kg-1,Operational,Original
grib2/4/2/0/18/15,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",15,,Maximum of air activity concentration in layer,,,Bq m-3,Operational,Original
grib2/4/2/0/18/16,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",16,,Height of maximum air activity concentration,,,m,Operational,Original
grib2/4/2/0/18/17,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",17,,Column-integrated air activity concentration,,,Bq m-2,Operational,Original
grib2/4/2/0/18/18,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",18,,Column-averaged air activity concentration in layer,,,Bq m-3,Operational,Original
grib2/4/2/0/18/19,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",19,,Deposition activity arrival,(see Note 3),151,s,Operational,Original
grib2/4/2/0/18/20,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",20,,Deposition activity ended,(see Note 3),151,s,Operational,Original
