ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/4/3/0,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",0,,Magnetic field magnitude,,,T,Operational,Original
grib2/4/2/4/3/1,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",1,,1st vector component of magnetic field,,,T,Operational,Original
grib2/4/2/4/3/2,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",2,,2nd vector component of magnetic field,,,T,Operational,Original
grib2/4/2/4/3/3,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",3,,3rd vector component of magnetic field,,,T,Operational,Original
grib2/4/2/4/3/4,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",4,,Electric field magnitude,,,V m-1,Operational,Original
grib2/4/2/4/3/5,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",5,,1st vector component of electric field,,,V m-1,Operational,Original
grib2/4/2/4/3/6,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",6,,2nd vector component of electric field,,,V m-1,Operational,Original
grib2/4/2/4/3/7,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",7,,3rd vector component of electric field,,,V m-1,Operational,Original
grib2/4/2/4/3/8-191,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",8-191,,Reserved,,,,Operational,Original
grib2/4/2/4/3/192-254,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/4/3/255,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 3: electric and magnetic fields",255,,Missing,,,,Operational,Original
