ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/10/0/0,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",0,,Wave spectra (1),,,-,Operational,Original
grib2/4/2/10/0/1,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",1,,Wave spectra (2),,,-,Operational,Original
grib2/4/2/10/0/2,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",2,,Wave spectra (3),,,-,Operational,Original
grib2/4/2/10/0/3,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",3,,Significant height of combined wind waves and swell,,,m,Operational,Original
grib2/4/2/10/0/4,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",4,,Direction of wind waves,,,degree true,Operational,Original
grib2/4/2/10/0/5,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",5,,Significant height of wind waves,,,m,Operational,Original
grib2/4/2/10/0/6,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",6,,Mean period of wind waves,,,s,Operational,Original
grib2/4/2/10/0/7,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",7,,Direction of swell waves,,,degree true,Operational,Original
grib2/4/2/10/0/8,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",8,,Significant height of swell waves,,,m,Operational,Original
grib2/4/2/10/0/9,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",9,,Mean period of swell waves,,,s,Operational,Original
grib2/4/2/10/0/10,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",10,,Primary wave direction,,,degree true,Operational,Original
grib2/4/2/10/0/11,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",11,,Primary wave mean period,,,s,Operational,Original
grib2/4/2/10/0/12,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",12,,Secondary wave direction,,,degree true,Operational,Original
grib2/4/2/10/0/13,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",13,,Secondary wave mean period,,,s,Operational,Original
grib2/4/2/10/0/14,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",14,,Mean direction of combined wind waves and swell,,,degree true,Operational,Original
grib2/4/2/10/0/15,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",15,,Mean period of combined wind waves and swell,,,s,Operational,Original
grib2/4/2/10/0/16,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",16,,Coefficient of drag with waves,,,-,Operational,Original
grib2/4/2/10/0/17,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",17,,Friction velocity,,,m/s,Operational,Original
grib2/4/2/10/0/18,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",18,,Wave stress,,,N m-2,Operational,Original
grib2/4/2/10/0/19,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",19,,Normalized wave stress,,,-,Operational,Original
grib2/4/2/10/0/20,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",20,,Mean square slope of waves,,,-,Operational,Original
grib2/4/2/10/0/21,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",21,,u-component surface Stokes drift,,,m/s,Operational,Original
grib2/4/2/10/0/22,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",22,,v-component surface Stokes drift,,,m/s,Operational,Original
grib2/4/2/10/0/23,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",23,,Period of maximum individual wave height,,,s,Operational,Original
grib2/4/2/10/0/24,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",24,,Maximum individual wave height,,,m,Operational,Original
grib2/4/2/10/0/25,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",25,,Inverse mean wave frequency,,,s,Operational,Original
grib2/4/2/10/0/26,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",26,,Inverse mean frequency of wind waves,,,s,Operational,Original
grib2/4/2/10/0/27,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",27,,Inverse mean frequency of total swell,,,s,Operational,Original
grib2/4/2/10/0/28,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",28,,Mean zero-crossing wave period,,,s,Operational,Original
grib2/4/2/10/0/29,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",29,,Mean zero-crossing period of wind waves,,,s,Operational,Original
grib2/4/2/10/0/30,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",30,,Mean zero-crossing period of total swell,,,s,Operational,Original
grib2/4/2/10/0/31,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",31,,Wave directional width,,,-,Operational,Original
grib2/4/2/10/0/32,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 0: waves",32,,Directional width of wind waves,,,-,Operational,Original
