ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/19/0,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",0,,Visibility,,,m,Operational,na
grib2/4/2/0/19/1,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",1,,Albedo,,,%,Operational,na
grib2/4/2/0/19/2,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",2,,Thunderstorm probability,,,%,Operational,na
grib2/4/2/0/19/3,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",3,,Mixed layer depth,,,m,Operational,na
grib2/4/2/0/19/4,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",4,,Volcanic ash,,,(Code table 4.206),Operational,na
grib2/4/2/0/19/5,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",5,,Icing top,,,m,Operational,na
grib2/4/2/0/19/6,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",6,,Icing base,,,m,Operational,na
grib2/4/2/0/19/7,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",7,,Icing,,,(Code table 4.207),Operational,na
grib2/4/2/0/19/8,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",8,,Turbulence top,,,m,Operational,na
grib2/4/2/0/19/9,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",9,,Turbulence base,,,m,Operational,na
grib2/4/2/0/19/10,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",10,,Turbulence,,,(Code table 4.208),Operational,na
grib2/4/2/0/19/11,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",11,,Turbulent kinetic energy,,,J/kg,Operational,na
grib2/4/2/0/19/12,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",12,,Planetary boundary-layer regime,,,(Code table 4.209),Operational,na
grib2/4/2/0/19/13,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",13,,Contrail intensity,,,(Code table 4.210),Operational,na
grib2/4/2/0/19/14,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",14,,Contrail engine type,,,(Code table 4.211),Operational,na
grib2/4/2/0/19/15,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",15,,Contrail top,,,m,Operational,na
grib2/4/2/0/19/16,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",16,,Contrail base,,,m,Operational,na
grib2/4/2/0/19/17,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",17,,Maximum snow albedo,(see Note 1),1,%,Deprecated,na
grib2/4/2/0/19/18,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",18,,Snow free albedo,,,%,Operational,na
grib2/4/2/0/19/19,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",19,,Snow albedo,,,%,Operational,na
grib2/4/2/0/19/20,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",20,,Icing,,,%,Operational,na
grib2/4/2/0/19/21,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",21,,In-cloud turbulence,,,%,Operational,na
grib2/4/2/0/19/22,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",22,,Clear air turbulence (CAT),,,%,Operational,na
grib2/4/2/0/19/23,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",23,,Supercooled large droplet probability,(see Note 2),78,%,Operational,na
grib2/4/2/0/19/24,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",24,,Convective turbulent kinetic energy,,,J/kg,Operational,na
grib2/4/2/0/19/25,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",25,,Weather,,,(Code table 4.225),Operational,na
grib2/4/2/0/19/26,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",26,,Convective outlook,,,(Code table 4.224),Operational,na
grib2/4/2/0/19/27,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",27,,Icing scenario,,,(Code table 4.227),Operational,na
grib2/4/2/0/19/28,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",28,,Mountain wave turbulence (eddy dissipation rate),,,m2/3 s-1,Operational,na
grib2/4/2/0/19/29,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",29,,Clear air turbulence (CAT),,,m2/3 s-1,Operational,na
grib2/4/2/0/19/30,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",30,,Eddy dissipation parameter,(see Note 3),45,m2/3 s-1,Operational,na
grib2/4/2/0/19/31,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",31,,Maximum of eddy dissipation parameter in layer,,,m2/3 s-1,Operational,na
grib2/4/2/0/19/32,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",32,,Highest freezing level,,,m,Operational,na
grib2/4/2/0/19/33,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",33,,Visibility through liquid fog,,,m,Operational,na
grib2/4/2/0/19/34,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",34,,Visibility through ice fog,,,m,Operational,na
grib2/4/2/0/19/35,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",35,,Visibility through blowing snow,,,m,Operational,na
grib2/4/2/0/19/36,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",36,,Presence of snow squalls,,,(Code table 4.222),Operational,na
grib2/4/2/0/19/37,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",37,,Icing severity,,,(Code table 4.228),Operational,na
grib2/4/2/0/19/38,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",38,,Sky transparency index,(see Note 4),60,(Code table 4.214),Operational,na
grib2/4/2/0/19/39,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",39,,Seeing index,(see Note 5),74,(Code table 4.214),Operational,na
grib2/4/2/0/19/40,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",40,,Snow level,,,m,Operational,na
grib2/4/2/0/19/41,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",41,,Duct base height,(see Note 6),132,m,Operational,na
grib2/4/2/0/19/42,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",42,,Trapping layer base height,(see Note 6),132,m,Operational,na
grib2/4/2/0/19/43,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",43,,Trapping layer top height,(see Note 6),132,m,Operational,na
grib2/4/2/0/19/44,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",44,,Mean vertical gradient of refractivity inside trapping layer,(see Note 6),132,m-1,Operational,na
grib2/4/2/0/19/45,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",45,,Minimum vertical gradient of refractivity inside trapping layer,(see Note 6),132,m-1,Operational,na
grib2/4/2/0/19/46,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",46,,Net radiation flux,,,W m-2,Operational,na
grib2/4/2/0/19/47,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",47,,Global irradiance on tilted surfaces,,,W m-2,Operational,na
grib2/4/2/0/19/48,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",48,,Top of persistent contrails,,,m,Operational,na
grib2/4/2/0/19/49,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties",49,,Base of persistent contrails,,,m,Operational,na
