ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translated_by
grib2/4/2/10/3/0,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",0,,Water temperature,,,K,Operational,Original
grib2/4/2/10/3/1,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",1,,Deviation of sea level from mean,,,m,Operational,Original
grib2/4/2/10/3/2,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",2,,Heat exchange coefficient,,,-,Operational,Original
grib2/4/2/10/3/3,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",3,,Practical salinity,,,Numeric,Operational,Original
grib2/4/2/10/3/4,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",4,,Downward heat flux,,,W m-2,Operational,Original
grib2/4/2/10/3/5,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",5,,Eastward surface stress,,,N m-2,Operational,Original
grib2/4/2/10/3/6,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",6,,Northward surface stress,,,N m-2,Operational,Original
grib2/4/2/10/3/7,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",7,,x-component surface stress,(see Note),21,N m-2,Operational,Original
grib2/4/2/10/3/8,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",8,,y-component surface stress,(see Note),21,N m-2,Operational,Original
grib2/4/2/10/3/9,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",9,,Thermosteric change in sea surface height,,,m,Operational,Original
grib2/4/2/10/3/10,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",10,,Halosteric change in sea surface height,,,m,Operational,Original
grib2/4/2/10/3/11,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",11,,Steric change in sea surface height,,,m,Operational,Original
grib2/4/2/10/3/12,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",12,,Sea salt flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/10/3/13,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",13,,Net upward water flux,,,kg m-2 s-1,Operational,Original
grib2/4/2/10/3/14,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",14,,Eastward surface water velocity,,,m s-1,Operational,Original
grib2/4/2/10/3/15,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",15,,Northward surface water velocity,,,m s-1,Operational,Original
grib2/4/2/10/3/16,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",16,,x-component of surface water velocity,,,m s-1,Operational,Original
grib2/4/2/10/3/17,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",17,,y-component of surface water velocity,,,m s-1,Operational,Original
grib2/4/2/10/3/18,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",18,,Heat flux correction,,,W m-2,Operational,Original
grib2/4/2/10/3/19,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",19,,Sea surface height tendency due to parameterization,,,m s-1,Operational,Original
grib2/4/2/10/3/20,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",20,,Deviation of sea level from mean with inverse barometer correction,,,m,Operational,Original
grib2/4/2/10/3/21,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",21,,Salinity,,,kg kg-1,Operational,Original
grib2/4/2/10/3/22,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",22,,Downward short-wave radiation flux,,,W m-2,Operational,Original
grib2/4/2/10/3/23-191,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",23-191,,Reserved,,,,Operational,Original
grib2/4/2/10/3/192-254,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/10/3/255,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 3: surface properties",255,,Missing,,,,Operational,Original
