ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/0/0,Product definition template number,,0,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/1,Product definition template number,,1,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/2,Product definition template number,,2,,Derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/3,Product definition template number,,3,,Derived forecasts based on a cluster of ensemble members over a rectangular area at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/4,Product definition template number,,4,,Derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/5,Product definition template number,,5,,Probability forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/6,Product definition template number,,6,,Percentile forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/7,Product definition template number,,7,,Analysis or forecast error at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/8,Product definition template number,,8,,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational,PDF
grib2/4/0/9,Product definition template number,,9,,Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational,PDF
grib2/4/0/10,Product definition template number,,10,,Percentile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Experimental,PDF
grib2/4/0/11,Product definition template number,,11,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational,PDF
grib2/4/0/12,Product definition template number,,12,,"Derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational,PDF
grib2/4/0/13,Product definition template number,,13,,"Derived forecasts based on a cluster of ensemble members over a rectangular area, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational,PDF
grib2/4/0/14,Product definition template number,,14,,"Derived forecasts based on a cluster of ensemble members over a circular area, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational,PDF
grib2/4/0/15,Product definition template number,,15,,"Average, accumulation, extreme values or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time",,,,Operational,PDF
grib2/4/0/16-19,Product definition template number,,16-19,,Reserved,,,,Operational,PDF
grib2/4/0/20,Product definition template number,,20,,Radar product,,,,Operational,PDF
grib2/4/0/21-29,Product definition template number,,21-29,,Reserved,,,,Operational,PDF
grib2/4/0/30,Product definition template number,,30,,Satellite product (deprecated),,,,Deprecated,PDF
grib2/4/0/31,Product definition template number,,31,,Satellite product,,,,Operational,PDF
grib2/4/0/32,Product definition template number,,32,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data,,,,Operational,PDF
grib2/4/0/33,Product definition template number,,33,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,,,Operational,PDF
grib2/4/0/34,Product definition template number,,34,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,,,Operational,PDF
grib2/4/0/35,Product definition template number,,35,,Satellite product with or without associated quality values,,,,Operational,PDF
grib2/4/0/36-39,Product definition template number,,36-39,,Reserved,,,,Operational,PDF
grib2/4/0/40,Product definition template number,,40,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,,,,Operational,PDF
grib2/4/0/41,Product definition template number,,41,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",,,,Operational,PDF
grib2/4/0/42,Product definition template number,,42,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,,,Operational,PDF
grib2/4/0/43,Product definition template number,,43,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,,,Operational,PDF
grib2/4/0/44,Product definition template number,,44,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol (deprecated),,,,Deprecated,PDF
grib2/4/0/45,Product definition template number,,45,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",,,,Operational,PDF
grib2/4/0/46,Product definition template number,,46,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,,Operational,PDF
grib2/4/0/47,Product definition template number,,47,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,,Operational,PDF
grib2/4/0/48,Product definition template number,,48,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,,,,Operational,PDF
grib2/4/0/49,Product definition template number,,49,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol",,,,Operational,PDF
grib2/4/0/50,Product definition template number,,50,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,,,,Operational,PDF
grib2/4/0/51,Product definition template number,,51,,Categorical forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/52,Product definition template number,,52,,Reserved,,,,Operational,PDF
grib2/4/0/53,Product definition template number,,53,,Partitioned parameters at a horizontal level or in a horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/54,Product definition template number,,54,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters",,,,Operational,PDF
grib2/4/0/55,Product definition template number,,55,,Spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time,,,,Operational,PDF
grib2/4/0/56,Product definition template number,,56,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for spatio-temporal changing tile parameters (deprecated)",,,,Deprecated,PDF
grib2/4/0/57,Product definition template number,,57,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function,,,,Operational,PDF
grib2/4/0/58,Product definition template number,,58,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function",,,,Operational,PDF
grib2/4/0/59,Product definition template number,,59,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for spatio-temporal changing tile parameters (corrected version of template 4.56)",,,,Operational,PDF
