ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/0/0/0,"Discipline of processed data in the GRIB message, number of GRIB Master table",,0,,Meteorological products,,,,Operational,PDF
grib2/0/0/1,"Discipline of processed data in the GRIB message, number of GRIB Master table",,1,,Hydrological products,,,,Operational,PDF
grib2/0/0/2,"Discipline of processed data in the GRIB message, number of GRIB Master table",,2,,Land surface products,,,,Operational,PDF
grib2/0/0/3,"Discipline of processed data in the GRIB message, number of GRIB Master table",,3,,"Satellite remote sensing products (formerly ""Space products"")",,,,Operational,PDF
grib2/0/0/4,"Discipline of processed data in the GRIB message, number of GRIB Master table",,4,,Space weather products,,,,Operational,PDF
grib2/0/0/5-9,"Discipline of processed data in the GRIB message, number of GRIB Master table",,5-9,,Reserved,,,,Operational,PDF
grib2/0/0/10,"Discipline of processed data in the GRIB message, number of GRIB Master table",,10,,Oceanographic products,,,,Operational,PDF
grib2/0/0/11-19,"Discipline of processed data in the GRIB message, number of GRIB Master table",,11-19,,Reserved,,,,Operational,PDF
grib2/0/0/20,"Discipline of processed data in the GRIB message, number of GRIB Master table",,20,,Health and socioeconomic impacts,,,,Operational,PDF
grib2/0/0/21-190,"Discipline of processed data in the GRIB message, number of GRIB Master table",,21-190,,Reserved,,,,Operational,PDF
grib2/0/0/191,"Discipline of processed data in the GRIB message, number of GRIB Master table",,191,,Computational parameters,,,,Operational,PDF
grib2/0/0/192-254,"Discipline of processed data in the GRIB message, number of GRIB Master table",,192-254,,Reserved for local use,,,,Operational,PDF
grib2/0/0/255,"Discipline of processed data in the GRIB message, number of GRIB Master table",,255,,Missing,,,,Operational,PDF
