ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/7/0,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",0,,Parcel lifted index (to 500 hPa),,,K,Operational,Original
grib2/4/2/0/7/1,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",1,,Best lifted index (to 500 hPa),,,K,Operational,Original
grib2/4/2/0/7/2,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",2,,K index,,,K,Operational,Original
grib2/4/2/0/7/3,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",3,,KO index,,,K,Operational,Original
grib2/4/2/0/7/4,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",4,,Total totals index,,,K,Operational,Original
grib2/4/2/0/7/5,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",5,,Sweat index,,,Numeric,Operational,Original
grib2/4/2/0/7/6,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",6,,Convective available potential energy,,,J/kg,Operational,Original
grib2/4/2/0/7/7,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",7,,Convective inhibition,,,J/kg,Operational,Original
grib2/4/2/0/7/8,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",8,,Storm relative helicity,,,J/kg,Operational,Original
grib2/4/2/0/7/9,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",9,,Energy helicity index,,,Numeric,Operational,Original
grib2/4/2/0/7/10,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",10,,Surface lifted index,,,K,Operational,Original
grib2/4/2/0/7/11,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",11,,Best (4-layer) lifted index,,,K,Operational,Original
grib2/4/2/0/7/12,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",12,,Richardson number,,,Numeric,Operational,Original
grib2/4/2/0/7/13,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",13,,Showalter index,,,K,Operational,Original
grib2/4/2/0/7/14,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",14,,Reserved,,,,Operational,Original
grib2/4/2/0/7/15,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",15,,Updraught helicity,,,m2 s-2,Operational,Original
grib2/4/2/0/7/16,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",16,,Bulk Richardson number,,,Numeric,Operational,Original
grib2/4/2/0/7/17,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",17,,Gradient Richardson number,,,Numeric,Operational,Original
grib2/4/2/0/7/18,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",18,,Flux Richardson number,,,Numeric,Operational,Original
grib2/4/2/0/7/19,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",19,,Convective available potential energy - shear,,,m2 s-2,Operational,Original
grib2/4/2/0/7/20,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",20,,Thunderstorm intensity index,,,(Code table 4.246),Operational,Original
grib2/4/2/0/7/21,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",21,,Storm severity index,,,Numeric,Operational,Original
grib2/4/2/0/7/22,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",22,,Reciprocal Obukhov length,,,m-1,Operational,Original
grib2/4/2/0/7/23-191,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",23-191,,Reserved,,,,Operational,Original
grib2/4/2/0/7/192-254,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/0/7/255,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 7: thermodynamic stability indices",255,,Missing,,,,Operational,Original
