ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/0/0,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",0,,Temperature,,,K,Operational,PDF
grib2/4/2/0/0/1,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",1,,Virtual temperature,,,K,Operational,PDF
grib2/4/2/0/0/2,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",2,,Potential temperature,,,K,Operational,PDF
grib2/4/2/0/0/3,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",3,,Pseudo-adiabatic potential temperature or equivalent potential temperature,,,K,Operational,PDF
grib2/4/2/0/0/4,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",4,,Maximum temperature,(see Note 1),1,K,Deprecated,PDF
grib2/4/2/0/0/5,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",5,,Minimum temperature,(see Note 1),1,K,Deprecated,PDF
grib2/4/2/0/0/6,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",6,,Dewpoint temperature,,,K,Operational,PDF
grib2/4/2/0/0/7,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",7,,Dewpoint depression (or deficit),,,K,Operational,PDF
grib2/4/2/0/0/8,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",8,,Lapse rate,,,K/m,Operational,PDF
grib2/4/2/0/0/9,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",9,,Temperature anomaly,,,K,Operational,PDF
grib2/4/2/0/0/10,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",10,,Latent heat net flux,,,W m-2,Operational,PDF
grib2/4/2/0/0/11,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",11,,Sensible heat net flux,,,W m-2,Operational,PDF
grib2/4/2/0/0/12,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",12,,Heat index,,,K,Operational,PDF
grib2/4/2/0/0/13,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",13,,Wind chill factor,,,K,Operational,PDF
grib2/4/2/0/0/14,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",14,,Minimum dewpoint depression,(see Note 1),1,K,Deprecated,PDF
grib2/4/2/0/0/15,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",15,,Virtual potential temperature,,,K,Operational,PDF
grib2/4/2/0/0/16,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",16,,Snow phase change heat flux,,,W m-2,Operational,PDF
grib2/4/2/0/0/17,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",17,,Skin temperature,,,K,Operational,PDF
grib2/4/2/0/0/18,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",18,,Snow temperature (top of snow),,,K,Operational,PDF
grib2/4/2/0/0/19,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",19,,Turbulent transfer coefficient for heat,,,Numeric,Operational,PDF
grib2/4/2/0/0/20,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",20,,Turbulent diffusion coefficient for heat,,,m2/s,Operational,PDF
grib2/4/2/0/0/21,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",21,,Apparent temperature,(see Note 2),30,K,Operational,PDF
grib2/4/2/0/0/22,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",22,,Temperature tendency due to short-wave radiation,,,K s-1,Operational,PDF
grib2/4/2/0/0/23,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",23,,Temperature tendency due to long-wave radiation,,,K s-1,Operational,PDF
grib2/4/2/0/0/24,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",24,,"Temperature tendency due to short-wave radiation, clear sky",,,K s-1,Operational,PDF
grib2/4/2/0/0/25,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",25,,"Temperature tendency due to long-wave radiation, clear sky",,,K s-1,Operational,PDF
grib2/4/2/0/0/26,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",26,,Temperature tendency due to parameterization,,,K s-1,Operational,PDF
grib2/4/2/0/0/27,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",27,,Wet-bulb temperature,,,K,Operational,PDF
grib2/4/2/0/0/28,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 0: temperature",28,,Unbalanced component of temperature,,,K,Operational,PDF
