ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/333/1,Modèle de dispersion de transport,,1,,DERMA (Modèle danois de réponse d'urgence de l'atmosphère),,,,Operational,AI Engine
grib2/4/333/2,Modèle de dispersion de transport,,2,,E-EMEP (modèle d'urgence EMEP),,,,Operational,AI Engine
grib2/4/333/3,Modèle de dispersion de transport,,3,,FLEXPART (Modèle de dispersion des particules),,,,Operational,AI Engine
grib2/4/333/4,Modèle de dispersion de transport,,4,,MLDP (Modèle lagrangien de dispersion de particules),,,,Operational,AI Engine
grib2/4/333/5,Modèle de dispersion de transport,,5,,MATCH (Modèle de Transport Atmosphérique Multi-échelle),,,,Operational,AI Engine
grib2/4/333/6,Modèle de dispersion de transport,,6,,SILAM (Système pour la modélisation intégrée de la composition atmosphérique),,,,Operational,AI Engine
grib2/4/333/7,Modèle de dispersion de transport,,7,,SNAP (Programme d'Accident Nucléaire Grave),,,,Operational,AI Engine
grib2/4/333/8,Modèle de dispersion de transport,,8,,WRF-Chem (modèle chimique de recherche et prévision météorologique),,,,Operational,AI Engine
grib2/4/333/9,Modèle de dispersion de transport,,9,,Trajectoire (modèle de trajectoire),,,,Operational,AI Engine
grib2/4/333/10-254,Modèle de dispersion de transport,,10-254,,En réserve,,,,Operational,AI Engine
grib2/4/333/255,Modèle de dispersion de transport,,255,,Valeur manquante,,,,Operational,AI Engine
