ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/4/0,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",0,,Bilan du rayonnement de courte longueur d'onde (surface),(voir la note 1),1,W m-2,Deprecated,PDF
grib2/4/2/0/4/1,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",1,,Bilan du rayonnement de courte longueur d'onde (sommet de l'atmosphère),(voir la note 1),1,W m-2,Deprecated,PDF
grib2/4/2/0/4/2,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",2,,Rayonnement de courte longueur d'onde,(voir la note 1),1,W m-2,Deprecated,PDF
grib2/4/2/0/4/3,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",3,,Rayonnement global,,,W m-2,Operational,PDF
grib2/4/2/0/4/4,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",4,,Température de luminance,,,K,Operational,PDF
grib2/4/2/0/4/5,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",5,,Luminance énergétique (en fonction du nombre d'ondes),,,W m-1 sr-1,Operational,PDF
grib2/4/2/0/4/6,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",6,,Luminance énergétique (en fonction de la longueur d'onde),,,W m-3 sr-1,Operational,PDF
grib2/4/2/0/4/7,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",7,,Flux du rayonnement descendant de courte longueur d'onde,,,W m-2,Operational,PDF
grib2/4/2/0/4/8,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",8,,Flux du rayonnement ascendant de courte longueur d'onde,,,W m-2,Operational,PDF
grib2/4/2/0/4/9,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",9,,Bilan du rayonnement de courte longueur d'onde,,,W m-2,Operational,PDF
grib2/4/2/0/4/10,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 4: rayonnement de courte longueur d'onde",10,,Rayonnement photosynthétiquement actif,,,W m-2,Operational,PDF
