ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/3/1/0,Table de code 3.1 — Numéro du modèle de définition de la grille,,0,,Grille latitude/longitude,Projection appelée aussi équidistante cylindrique ou Plate Carrée,,,Operational,PDF
grib2/3/1/1,Table de code 3.1 — Numéro du modèle de définition de la grille,,1,,Grille latitude/longitude après rotation,,,,Operational,PDF
grib2/3/1/2,Table de code 3.1 — Numéro du modèle de définition de la grille,,2,,Grille latitude/longitude après dilatation,,,,Operational,PDF
grib2/3/1/3,Table de code 3.1 — Numéro du modèle de définition de la grille,,3,,Grille latitude/longitude après dilatation et rotation,,,,Operational,PDF
grib2/3/1/4,Table de code 3.1 — Numéro du modèle de définition de la grille,,4,,Grille latitude/longitude de résolution variable,,,,Operational,PDF
grib2/3/1/5,Table de code 3.1 — Numéro du modèle de définition de la grille,,5,,Grille latitude/longitude de résolution variable après rotation,,,,Operational,PDF
grib2/3/1/6-9,Table de code 3.1 — Numéro du modèle de définition de la grille,,6-9,,En réserve,,,,Operational,PDF
grib2/3/1/10,Table de code 3.1 — Numéro du modèle de définition de la grille,,10,,Projection de Mercator,,,,Operational,PDF
grib2/3/1/11-12,Table de code 3.1 — Numéro du modèle de définition de la grille,,11-12,,En réserve,,,,Operational,PDF
grib2/3/1/13,Table de code 3.1 — Numéro du modèle de définition de la grille,,13,,Projection de Mercator avec définition des sous-domaines de modélisation,,,,Operational,PDF
grib2/3/1/14-19,Table de code 3.1 — Numéro du modèle de définition de la grille,,14-19,,En réserve,,,,Operational,PDF
grib2/3/1/20,Table de code 3.1 — Numéro du modèle de définition de la grille,,20,,Projection stéréographique polaire,Sud ou nord,,,Operational,PDF
grib2/3/1/21-22,Table de code 3.1 — Numéro du modèle de définition de la grille,,21-22,,En réserve,,,,Operational,PDF
grib2/3/1/23,Table de code 3.1 — Numéro du modèle de définition de la grille,,23,,Projection stéréographique polaire avec définition des sous-domaines de modélisation,,,,Operational,PDF
