"Title_fr","Subtitle_fr","CodeFlag","Value","MeaningParameterDescription_fr","Note_fr","noteIDs","UnitComments_fr","Status"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","0",,"Couverture terrestre (0 = terre, 1 = mer)",,,"Proportion","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","1",,"Rugosité de la surface",,,"m","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","2",,"Température du sol***",,,"K","Deprecated"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","3",,"Teneur en eau du sol*",,,"kg m-2","Deprecated"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","4",,"Végétation",,,"%","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","5",,"Écoulement",,,"kg m-2","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","6",,"Évapotranspiration","(voir la note 1)",,"kg-2 s-1","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","7",,"Altitude du terrain donnée par le modèle",,,"m","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","8",,"Utilisation du sol",,,"(Table de code 4.212)","Operational"
"Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros","Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 0: végétation/biomasse","9",,"Humidité du sol en volume**",,,"Proportion","Deprecated"
