ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/3/0,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",0,,Pression,,,Pa,Operational,PDF
grib2/4/2/0/3/1,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",1,,Pression réduite au niveau moyen de la mer,,,Pa,Operational,PDF
grib2/4/2/0/3/2,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",2,,Tendance barométrique,,,Pa s-1,Operational,PDF
grib2/4/2/0/3/3,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",3,,Altitude de référence en atmosphère type (OACI),,,m,Operational,PDF
grib2/4/2/0/3/4,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",4,,Géopotentiel,,,m² s-2,Operational,PDF
grib2/4/2/0/3/5,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",5,,Hauteur géopotentielle,,,gpm,Operational,PDF
grib2/4/2/0/3/6,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",6,,Altitude,(voir la note),124,m,Operational,PDF
grib2/4/2/0/3/7,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",7,,Écart type de l'altitude,,,m,Operational,PDF
grib2/4/2/0/3/8,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",8,,Anomalie de pression,,,Pa,Operational,PDF
grib2/4/2/0/3/9,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",9,,Anomalie de hauteur géopotentielle,,,gpm,Operational,PDF
grib2/4/2/0/3/10,Table de code 4.2 — Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 3: masse",10,,Masse volumique,,,kg m-3,Operational,PDF
