ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/0/0,,Numéro du modèle de définition du produit,0,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/1,,Numéro du modèle de définition du produit,1,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/2,,Numéro du modèle de définition du produit,2,,"Prévision dérivée, établie à partir de tous les membres de l'ensemble, pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/3,,Numéro du modèle de définition du produit,3,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/4,,Numéro du modèle de définition du produit,4,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/5,,Numéro du modèle de définition du produit,5,,"Prévision de probabilité pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/6,,Numéro du modèle de définition du produit,6,,"Prévision en percentiles pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/7,,Numéro du modèle de définition du produit,7,,"Erreur d'analyse ou de prévision pour une surface ou une couche horizontale, à un moment donné",,,,Operational,PDF
grib2/4/0/8,,Numéro du modèle de définition du produit,8,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,PDF
grib2/4/0/9,,Numéro du modèle de définition du produit,9,,"Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,PDF
grib2/4/0/10,,Numéro du modèle de définition du produit,10,,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Experimental,PDF
grib2/4/0/11,,Numéro du modèle de définition du produit,11,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,PDF
grib2/4/0/12,,Numéro du modèle de définition du produit,12,,"Prévision dérivée, établie à partir de tous les membres de l'ensemble, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,PDF
grib2/4/0/13,,Numéro du modèle de définition du produit,13,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,PDF
grib2/4/0/14,,Numéro du modèle de définition du produit,14,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,PDF
grib2/4/0/15,,Numéro du modèle de définition du produit,15,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",,,,Operational,PDF
grib2/4/0/16-19,,Numéro du modèle de définition du produit,16-19,,En réserve,,,,Operational,PDF
grib2/4/0/20,,Numéro du modèle de définition du produit,20,,Produit radar,,,,Operational,PDF
grib2/4/0/21-29,,Numéro du modèle de définition du produit,21-29,,En réserve,,,,Operational,PDF
grib2/4/0/30,,Numéro du modèle de définition du produit,30,,Produit de satellite (caduc),,,,Deprecated,PDF
grib2/4/0/31,,Numéro du modèle de définition du produit,31,,Produit de satellite,,,,Operational,PDF
grib2/4/0/32,,Numéro du modèle de définition du produit,32,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux données simulées (synthétiques) de satellite",,,,Operational,PDF
