Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status
Table de code 4.10 – Calcul statistique,,0,,Moyenne,,,,Operational
Table de code 4.10 – Calcul statistique,,1,,Total,"(voir la note 1) La valeur initiale des données (Y dans la note 4 de la règle 92.9.4) s'exprime en unités de la table de code 4.2 par seconde, à moins qu'il n'en soit noté autrement dans la table de code 4.2.",,,Operational
Table de code 4.10 – Calcul statistique,,2,,Maximum,,,,Operational
Table de code 4.10 – Calcul statistique,,3,,Minimum,,,,Operational
Table de code 4.10 – Calcul statistique,,4,,Différence (entre la valeur à la fin de l'intervalle de temps et la valeur au début de cet intervalle),,,,Operational
Table de code 4.10 – Calcul statistique,,5,,Moyenne quadratique,,,,Operational
Table de code 4.10 – Calcul statistique,,6,,Écart type,,,,Operational
Table de code 4.10 – Calcul statistique,,7,,Covariance (variance temporelle),(voir la note 2) La valeur initiale des données s'exprime en unités carrées de la table de code 4.2.,,,Operational
Table de code 4.10 – Calcul statistique,,8,,Différence (entre la valeur au début de l'intervalle de temps et la valeur à la fin de cet intervalle),,,,Operational
Table de code 4.10 – Calcul statistique,,9,,Ratio,(voir la note 3) La valeur initiale des données s'exprime sous forme numérique non dimensionnelle sans unité.,,,Operational
Table de code 4.10 – Calcul statistique,,10,,Anomalie normalisée,,,,Operational
Table de code 4.10 – Calcul statistique,,11,,Somme,,,,Operational
Table de code 4.10 – Calcul statistique,,12-191,,En réserve,,,,Operational
Table de code 4.10 – Calcul statistique,,192-254,,En réserve pour un usage local,,,,Operational
Table de code 4.10 – Calcul statistique,,255,,Valeur manquante,,,,Operational
