ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/4/3/0,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",0,,Magnitude du champ magnétique,,,T,Operational,AI
grib2/4/2/4/3/1,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",1,,Premier composant vectoriel du champ magnétique,,,T,Operational,AI
grib2/4/2/4/3/2,"""Nombre de paramètres par discipline de produit et catégorie de paramètres""","Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",2,,La deuxième composante vectorielle du champ magnétique,,,T,Operational,AI
grib2/4/2/4/3/3,"""Nombre de paramètres par discipline de produit et catégorie de paramètres""","Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètres 3 : champs électriques et magnétiques",3,,La troisième composante vectorielle du champ magnétique,,,T,Operational,AI
grib2/4/2/4/3/4,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",4,,Amplitude du champ électrique,,,V m⁻¹,Operational,AI
grib2/4/2/4/3/5,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",5,,Première composante vectorielle du champ électrique,,,V m⁻¹,Operational,AI
grib2/4/2/4/3/6,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",6,,La deuxième composante vectorielle du champ électrique,,,V m⁻¹,Operational,AI
grib2/4/2/4/3/7,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",7,,La troisième composante vectorielle du champ électrique,,,V m⁻¹,Operational,AI
grib2/4/2/4/3/8-191,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",8-191,,En réserve,,,,Operational,AI
grib2/4/2/4/3/192-254,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",192-254,,En réserve pour un usage local,,,,Operational,AI
grib2/4/2/4/3/255,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 3 : champs électriques et magnétiques",255,,Valeur manquante,,,,Operational,AI
