Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,0,,Les données sont calculées directement à partir de la grille source sans interpolation,(voir la note 1) Cette méthode présuppose que chaque champ représente réellement les moyennes/maxima/minima où chaque case s'étend jusqu'à mi-chemin du point de grille voisin dans chaque direction pour représenter des moyennes/maxima/minima de valeurs de la grille source sans interpolation.,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,1,,Interpolation bilinéaire utilisant les 4 valeurs aux points de grille de la grille source entourant le point de grille nominal,,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,2,,Interpolation bicubique utilisant les 4 valeurs aux points de grille de la grille source entourant le point de grille nominal,,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,3,,Utilisation de la valeur du point de grille de la grille source qui est le plus proche du point de grille nominal,,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,4,,Interpolation du bilan utilisant les 4 valeurs aux points de grille de la grille source entourant le point de grille nominal,"(voir la note 2) Par interpolation du bilan on entend une méthode d'interpolation d'ordre faible qui conserve quasiment les moyennes zonales. Cette méthode conviendrait pour l'interpolation des champs de bilan tels que les précipitations. Elle présuppose que le champ représente réellement les moyennes/maxima/minima où chaque case s'étend jusqu'à mi-chemin du point de grille voisin dans chaque direction. Elle consiste à moyenner des valeurs qui ont fait l'objet d'une interpolation bilinéaire, pour obtenir un ensemble carré de points distribués dans chaque case de la grille cible.",,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,5,,Interpolation spectrale utilisant les 4 valeurs aux points de grille de la grille source entourant le point de grille nominal,,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,6,,"Interpolation du bilan au point de grille voisin, utilisant les 4 valeurs aux points de grille de la grille source entourant le point de grille nominal",(voir la note 3) Cette méthode consiste à interpoler le bilan au point de grille le plus proche du point de grille nominal.,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,7-191,,En réserve,,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,192-254,,En réserve pour un usage local,,,,Operational
Table de code 4.15 – Type de traitement spatial utilisé pour obtenir une certaine valeur à partir des données de base,,255,,Valeur manquante,,,,Operational
