ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/20/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",0,,Densité de masse (concentration),,,kg m-3,Operational,Original
grib2/4/2/0/20/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",1,,Colonne intégrée de la densité de masse,(voir la note 1),,kg m-2,Operational,Original
grib2/4/2/0/20/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",2,,Rapport de mélange (fraction de masse dans l'air),,,kg kg-1,Operational,Original
grib2/4/2/0/20/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",3,,Émissions en flux de masse dans l'atmosphère,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",4,,Production nette en flux de masse dans l'atmosphère,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",5,,Production nette et émissions en flux de masse dans l'atmosphère,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",6,,Dépôts secs en flux de masse en surface,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",7,,Dépôts humides en flux de masse en surface,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",8,,Réémission en flux de masse dans l'atmosphère,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",9,,Dépôt humide par flux massique de précipitations à grande échelle,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",10,,Dépôt humide par flux massique de précipitations convectives,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",11,,Flux massique de sédimentation,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",12,,Dépôt sec en flux massique,,,kg m-2 s-1,Operational,Original
grib2/4/2/0/20/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",13,,Transfert du domaine hydrophobe au domaine hydrophile,,,kg kg-1 s-1,Operational,Original
grib2/4/2/0/20/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",14,,Transfert du SO2 (dioxyde de soufre) au SO4 (sulfate),,,kg kg-1 s-1,Operational,Original
grib2/4/2/0/20/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",15,,Vitesse de dépôt sec,,,m s-1,Operational,Original
grib2/4/2/0/20/16,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",16,,Rapport de mélange pour l'air sec,,,kg kg-1,Operational,Original
grib2/4/2/0/20/17,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",17,,Rapport de mélange pour l'air humide,,,kg kg-1,Operational,Original
grib2/4/2/0/20/18-49,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",18-49,,En réserve,,,,Operational,Original
grib2/4/2/0/20/50,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",50,,Quantité dans l'atmosphère,,,mol,Operational,Original
grib2/4/2/0/20/51,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 20: constituants chimiques de l'atmosphère",51,,Concentration dans l'air,,,mol m-3,Operational,Original
