Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status
Table de code 4.9 – Type de probabilité,,0,,Probabilité du phénomène inférieure à la limite inférieure,,,,Operational
Table de code 4.9 – Type de probabilité,,1,,Probabilité du phénomène supérieure à la limite supérieure,,,,Operational
Table de code 4.9 – Type de probabilité,,2,,Probabilité du phénomène entre les limites inférieure et supérieure,,,,Operational
Table de code 4.9 – Type de probabilité,,3,,Probabilité du phénomène supérieure à la limite inférieure,,,,Operational
Table de code 4.9 – Type de probabilité,,4,,Probabilité du phénomène inférieure à la limite supérieure,,,,Operational
Table de code 4.9 – Type de probabilité,,5,,Probabilité du phénomène égal à la limite inférieure,,,,Operational
Table de code 4.9 – Type de probabilité,,6,,Probabilité du phénomène dans la catégorie supérieure à la normale (voir les notes 1 et 2),"1) Supérieure à la normale, proche de la normale et inférieure à la normale se définissent comme les trois catégories équiprobables fondées sur la climatologie à chaque point de la zone géographique couverte par la grille. Le type et la méthodologie de la climatologie de référence ne sont pas précisés et doivent être documentés simultanément par le producteur de données. 2) Les modèles de définition du produit faisant appel à la table de code 4.9 peuvent contenir des octets pour stocker les valeurs des limites inférieure et supérieure. Lorsqu'on utilise une probabilité catégorique (au-dessous, à proximité ou au-dessus de la normale), ces octets sont tous mis à 1 (valeur manquante).",,,Operational
Table de code 4.9 – Type de probabilité,,7,,Probabilité du phénomène dans la catégorie proche de la normale (voir les notes 1 et 2),"1) Supérieure à la normale, proche de la normale et inférieure à la normale se définissent comme les trois catégories équiprobables fondées sur la climatologie à chaque point de la zone géographique couverte par la grille. Le type et la méthodologie de la climatologie de référence ne sont pas précisés et doivent être documentés simultanément par le producteur de données. 2) Les modèles de définition du produit faisant appel à la table de code 4.9 peuvent contenir des octets pour stocker les valeurs des limites inférieure et supérieure. Lorsqu'on utilise une probabilité catégorique (au-dessous, à proximité ou au-dessus de la normale), ces octets sont tous mis à 1 (valeur manquante).",,,Operational
Table de code 4.9 – Type de probabilité,,8,,Probabilité du phénomène dans la catégorie inférieure à la normale (voir les notes 1 et 2),"1) Supérieure à la normale, proche de la normale et inférieure à la normale se définissent comme les trois catégories équiprobables fondées sur la climatologie à chaque point de la zone géographique couverte par la grille. Le type et la méthodologie de la climatologie de référence ne sont pas précisés et doivent être documentés simultanément par le producteur de données. 2) Les modèles de définition du produit faisant appel à la table de code 4.9 peuvent contenir des octets pour stocker les valeurs des limites inférieure et supérieure. Lorsqu'on utilise une probabilité catégorique (au-dessous, à proximité ou au-dessus de la normale), ces octets sont tous mis à 1 (valeur manquante).",,,Operational
Table de code 4.9 – Type de probabilité,,9-191,,En réserve,,,,Operational
Table de code 4.9 – Type de probabilité,,192-254,,En réserve pour un usage local,,,,Operational
Table de code 4.9 – Type de probabilité,,255,,Valeur manquante,,,,Operational
