ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/21/0,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",0,,Potentiel intégré de colonne + énergie interne,,,J m-2,Operational,AI
grib2/4/2/0/21/1,"""Nombre de paramètres par discipline de produit et catégorie de paramètres""","Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",1,,Énergie cinétique intégrée sur la colonne,,,J m-2,Operational,AI
grib2/4/2/0/21/2,"""Nombre de paramètres par discipline de produit et catégorie de paramètres""","Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",2,,Énergie totale intégrée en colonne,(Les chiffres du code 12 et 13 sont à utiliser dans les cas où les résultats d'une analyse ou d'une prévision initiale ont reçu un post-traitement substantiel et que les chiffres du code 0 et 2 ne sont alors pas suffisamment précis.),126,J m-2,Operational,AI
grib2/4/2/0/21/3,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",3,,Enthalpie intégrée de la colonne,,,J m-2,Operational,AI
grib2/4/2/0/21/4,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",4,,Enthalpie de l'eau intégrée à la colonne,((voir la note 2)),127,J m-2,Operational,AI
grib2/4/2/0/21/5,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",5,,Flux d'enthalpie est-ouest intégré en colonne,,,W m-1,Operational,AI
grib2/4/2/0/21/6,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",6,,Flux d'enthalpie intégré sur la colonne vers le nord,,,W m-1,Operational,AI
grib2/4/2/0/21/7,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",7,,Flux d'énergie potentielle vers l'est intégré sur la colonne,,,W m-1,Operationaal,AI
grib2/4/2/0/21/8,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",8,,Flux d'énergie potentielle vers le nord intégré sur la colonne,,,W m-1,Operational,AI
grib2/4/2/0/21/9,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",9,,Flux d'énergie cinétique vers l'est intégré sur la colonne,,,W m-1,Operational,AI
grib2/4/2/0/21/10,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",10,,Flux d'énergie cinétique vers le nord intégré sur la colonne,,,W m-1,Operational,AI
grib2/4/2/0/21/11,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",11,,Flux d'énergie total vers l'est intégré sur la colonne,,,W m-1,Operational,AI
grib2/4/2/0/21/12,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",12,,Flux énergétique total vers le nord intégré à la colonne,(Les chiffres du code 12 et 13 sont à utiliser dans les cas où les résultats d'une analyse ou d'une prévision initiale ont reçu un post-traitement substantiel et que les chiffres du code 0 et 2 ne sont alors pas suffisamment précis.),126,W m-1,Operational,AI
grib2/4/2/0/21/13,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",13,,Divergence du flux d'enthalpie intégré sur la colonne,(Les chiffres du code 12 et 13 sont à utiliser dans les cas où les résultats d'une analyse ou d'une prévision initiale ont reçu un post-traitement substantiel et que les chiffres du code 0 et 2 ne sont alors pas suffisamment précis.),126,W m-2,Operational,AI
grib2/4/2/0/21/14,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",14,,Divergence du flux d'énergie potentielle intégré sur la colonne,,,W m-2,Operational,AI
grib2/4/2/0/21/15,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",15,,Divergence du flux d'énergie potentielle de l'eau intégrée sur la colonne,((voir la note 3)),128,W m-2,Operational,AI
grib2/4/2/0/21/16,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",16,,Divergence du flux d'énergie cinétique intégré sur la colonne,,,W m-2,Operational,AI
grib2/4/2/0/21/17,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",17,,Divergence du flux d'énergie total intégré sur la colonne,(Les chiffres du code 12 et 13 sont à utiliser dans les cas où les résultats d'une analyse ou d'une prévision initiale ont reçu un post-traitement substantiel et que les chiffres du code 0 et 2 ne sont alors pas suffisamment précis.),126,W m-2,Operational,AI
grib2/4/2/0/21/18,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 21 : propriétés thermodynamiques",18,,Divergence du flux d'enthalpie de l'eau intégrée en colonne,((voir la note 2)),127,W m-2,Operational,AI
