ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/20/5/0,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",0,,En réserve,,,,Operational,AI Engine
grib2/4/2/20/5/1,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",1,,Pollution de l'air domestique,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/2,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",2,,Pollution de l'air (source ponctuelle),,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/3,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",3,,Pollution de l'air ambiant (extérieur),,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/4,"""Nombre de paramètres par discipline de produit et catégorie de paramètres""","Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",4,,Dégradation des terres,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/5,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",5,,Dégradation des sols,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/6,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",6,,Ruissellement / pollution diffuse,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/7,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",7,,Salinité,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/8,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",8,,Perte de biodiversité,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/9,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",9,,Déforestation,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/10,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",10,,Déclin et dépérissement des forêts,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/11,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",11,,Perturbations forestières,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/12,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",12,,Espèces invasives forestières,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/13,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",13,,Incendies de forêt,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/14,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",14,,Désertification,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/15,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",15,,Perte de mangroves,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/16,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",16,,Perte/dégradation des zones humides,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/17,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",17,,Blanchissement des coraux,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/18,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",18,,Sol compressible,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/19,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",19,,Érosion du sol,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/20,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",20,,Érosion côtière et changement du littoral,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/21,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",21,,Perte de pergélisol,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/22,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",22,,Extraction de sable,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/23,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",23,,Élévation du niveau de la mer,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/24,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",24,,Eutrophisation,,,Table de codes 4.253,Operational,AI Engine
grib2/4/2/20/5/25-190,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",25-190,,En réserve,,,,Operational,AI Engine
grib2/4/2/20/5/191-254,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",191-254,,En réserve pour un usage local,,,Please provide the text you would like me to translate.,Operational,AI Engine
grib2/4/2/20/5/255,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 5 : indices de danger environnemental",255,,Valeur manquante,,,Please provide the text you want me to translate.,Operational,AI Engine
