ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/10/1/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",0,,Direction du courant,,,Degré vrai,Operational,Original
grib2/4/2/10/1/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",1,,Vitesse du courant,,,m s-1,Operational,Original
grib2/4/2/10/1/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",2,,Composante u du courant,,,m s-1,Operational,Original
grib2/4/2/10/1/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",3,,Composante v du courant,,,m s-1,Operational,Original
grib2/4/2/10/1/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",4,,Probabilité d'occurrence des vagues de courant,,,%,Operational,Original
grib2/4/2/10/1/5,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",5,,Courant vers l'est,,,m s-1,Operational,AI Engine
grib2/4/2/10/1/6,"""Nombre de paramètres par discipline de produit et catégorie de paramètres""","Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",6,,Courant vers le nord,,,m s-1,Operational,AI Engine
grib2/4/2/10/1/7-191,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",7-191,,En réserve,,,,Operational,AI Engine
grib2/4/2/10/1/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",192-254,,En réserve pour un usage local,,,–,Operational,Original
grib2/4/2/10/1/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 1: courants",255,,Valeur manquante,,,–,Operational,Original
