ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/10/3/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",0,,Température de l'eau,,,K,Operational,PDF
grib2/4/2/10/3/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",1,,Écart par rapport au niveau moyen de la mer,,,m,Operational,PDF
grib2/4/2/10/3/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",2,,Coefficient d'échange de chaleur,,,–,Operational,PDF
grib2/4/2/10/3/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",3,,Salinité pratique,,,Numérique,Operational,PDF
grib2/4/2/10/3/4,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",4,,Flux de chaleur descendant,,,W m-2,Operational,AI
grib2/4/2/10/3/5,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",5,,Stress de surface vers l'est,,,N m-2,Operational,AI
grib2/4/2/10/3/6,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",6,,Stress de surface vers le nord,,,N m-2,Operational,AI
grib2/4/2/10/3/7,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",7,,Contrainte de surface de la composante x,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",21,N m-2,Operational,AI
grib2/4/2/10/3/8,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",8,,Contrainte de surface de la composante y,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",21,N m-2,Operational,AI
grib2/4/2/10/3/9,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",9,,Changement thermostérique de la hauteur de la surface de la mer,,,m,Operational,AI
grib2/4/2/10/3/10,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",10,,Changement halostérique de la hauteur de la surface de la mer,,,m,Operational,AI
grib2/4/2/10/3/11,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",11,,Changement stérique de la hauteur de la surface de la mer,,,m,Operational,AI
grib2/4/2/10/3/12,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",12,,Flux de sel marin,,,kg m-2 s-1,Operational,AI
grib2/4/2/10/3/13,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",13,,Flux net ascendant d'eau,,,kg m-2 s-1,Operational,AI
grib2/4/2/10/3/14,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",14,,Vitesse de l'eau de surface vers l'est,,,m s-1,Operational,AI
grib2/4/2/10/3/15,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",15,,Vitesse de l'eau de surface vers le nord,,,m s-1,Operational,AI
grib2/4/2/10/3/16,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",16,,Composante x de la vitesse de l'eau de surface,,,m s-1,Operational,AI
grib2/4/2/10/3/17,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",17,,Composante y de la vitesse de l'eau de surface,,,m s-1,Operational,AI
grib2/4/2/10/3/18,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",18,,Correction du flux thermique,,,W m-2,Operational,AI
grib2/4/2/10/3/19,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",19,,Tendance de la hauteur de la surface de la mer due à la paramétrisation,,,m s-1,Operational,AI
grib2/4/2/10/3/20,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",20,,Déviation du niveau de la mer par rapport à la moyenne avec correction barométrique inverse,,,m,Operational,AI
grib2/4/2/10/3/21,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",21,,Salinité,,,kg kg-1,Operational,AI
grib2/4/2/10/3/22,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",22,,Flux du rayonnement descendant de courte longueur d'onde,,,W m-2,Operational,AI
grib2/4/2/10/3/23-191,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",23-191,,En réserve,,,,Operational,AI
grib2/4/2/10/3/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",192-254,,En réserve pour un usage local,,,–,Operational,PDF
grib2/4/2/10/3/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 3: propriétés en surface",255,,Valeur manquante,,,–,Operational,PDF
