ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/3/0,Type de processus de production,,0,,Analyse,,,,Operational,PDF
grib2/4/3/1,Type de processus de production,,1,,Initialisation,,,,Operational,PDF
grib2/4/3/2,Type de processus de production,,2,,Prévision,,,,Operational,PDF
grib2/4/3/3,Type de processus de production,,3,,Prévision corrigée,,,,Operational,PDF
grib2/4/3/4,Type de processus de production,,4,,Prévision d'ensemble,,,,Operational,PDF
grib2/4/3/5,Type de processus de production,,5,,Prévision de probabilité,,,,Operational,PDF
grib2/4/3/6,Type de processus de production,,6,,Erreur de prévision,,,,Operational,PDF
grib2/4/3/7,Type de processus de production,,7,,Erreur d'analyse,,,,Operational,PDF
grib2/4/3/8,Type de processus de production,,8,,Observation,,,,Operational,PDF
grib2/4/3/9,Type de processus de production,,9,,Climatologique,,,,Operational,PDF
grib2/4/3/10,Type de processus de production,,10,,Prévision pondérée par la probabilité,,,,Operational,PDF
grib2/4/3/11,Type de processus de production,,11,,Prévision d'ensemble corrigée,,,,Operational,PDF
grib2/4/3/12,Type de processus de production,,12,,Analyse post-traitée,(voir la note),13,,Operational,PDF
grib2/4/3/13,Type de processus de production,,13,,Prévision post-traitée,(voir la note),13,,Operational,PDF
grib2/4/3/14,Type de processus de production,,14,,Prévision immédiate,,,,Operational,PDF
grib2/4/3/15,Type de processus de production,,15,,Prévision a posteriori,,,,Operational,PDF
grib2/4/3/16,Type de processus de production,,16,,Extraction physique,,,,Operational,PDF
grib2/4/3/17,Type de processus de production,,17,,Analyse de régression,,,,Operational,PDF
grib2/4/3/18,Type de processus de production,,18,,Différence entre deux prévisions,,,,Operational,PDF
grib2/4/3/19-191,Type de processus de production,,19-191,,En réserve,,,,Operational,PDF
grib2/4/3/192-254,Type de processus de production,,192-254,,En réserve pour un usage local,,,,Operational,PDF
grib2/4/3/255,Type de processus de production,,255,,Valeur manquante,,,,Operational,PDF
