ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/19/0,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",0,,Visibilité,,,m,Operational,PDF
grib2/4/2/0/19/1,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",1,,Albédo,,,%,Operational,PDF
grib2/4/2/0/19/2,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",2,,Probabilité d'orages,,,%,Operational,PDF
grib2/4/2/0/19/3,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",3,,Épaisseur de la couche de mélange,,,m,Operational,PDF
grib2/4/2/0/19/4,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",4,,Cendres volcaniques,,,(Table de code 4.206),Operational,PDF
grib2/4/2/0/19/5,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",5,,Sommet du givrage,,,m,Operational,PDF
grib2/4/2/0/19/6,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",6,,Base du givrage,,,m,Operational,PDF
grib2/4/2/0/19/7,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",7,,Givrage,,,(Table de code 4.207),Operational,PDF
grib2/4/2/0/19/8,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",8,,Sommet de la turbulence,,,m,Operational,PDF
grib2/4/2/0/19/9,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",9,,Base de la turbulence,,,m,Operational,PDF
grib2/4/2/0/19/10,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",10,,Turbulence,,,(Table de code 4.208),Operational,PDF
grib2/4/2/0/19/11,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",11,,Énergie cinétique de turbulence,,,J kg-1,Operational,PDF
grib2/4/2/0/19/12,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",12,,Régime de la couche limite planétaire,,,(Table de code 4.209),Operational,PDF
grib2/4/2/0/19/13,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",13,,Intensité de la traînée de condensation,,,(Table de code 4.210),Operational,PDF
grib2/4/2/0/19/14,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",14,,Traînée de condensation selon le réacteur,,,(Table de code 4.211),Operational,PDF
grib2/4/2/0/19/15,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 19: propriétés physiques de l'atmosphère",15,,Sommet de la traînée de condensation,,,m,Operational,PDF
