ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/22/0,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",0,,Indice Standard de Précipitation (SPI),"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",147,sans dimension,Operational,AI
grib2/4/2/0/22/1,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",1,,Indice Standardisé de Précipitation et Évapotranspiration (SPEI),,,sans dimension,Operational,AI
grib2/4/2/0/22/2,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",2,,Indice de débit standardisé (SSFI),,,sans dimension,Operational,AI
grib2/4/2/0/22/3,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",3,,Indice Normalisé d'Approvisionnement des Réservoirs (SRSI),,,sans dimension,Operational,AI
grib2/4/2/0/22/4,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",4,,Indice de niveau d'eau standardisé (SWI),,,sans dimension,Operational,AI
grib2/4/2/0/22/5,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",5,,Indice standardisé de fonte des neiges et de pluie (SMRI),,,sans dimension,Operational,AI
grib2/4/2/0/22/6,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",6,,Indice de Sécheresse des Débits (SDI),,,sans dimension,Operational,AI
grib2/4/2/0/22/7-191,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",7-191,,En réserve,,,,Operational,AI
grib2/4/2/0/22/192-254,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",192-254,,En réserve pour un usage local,,,,Operational,AI
grib2/4/2/0/22/255,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 0 - Produits météorologiques, catégorie de paramètre 22 : indices de sécheresse",255,,Valeur manquante,,,,Operational,AI
