ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/5/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",0,,Bilan du rayonnement de grande longueur d'onde (surface)*,,,W m-2,Deprecated,Original
grib2/4/2/0/5/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",1,,Bilan du rayonnement de grande longueur d'onde (sommet de l'atmosphère)*,,,W m-2,Deprecated,Original
grib2/4/2/0/5/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",2,,Rayonnement de grande longueur d'onde*,,,W m-2,Deprecated,Original
grib2/4/2/0/5/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",3,,Flux du rayonnement descendant de grande longueur d'onde,,,W m-2,Operational,Original
grib2/4/2/0/5/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",4,,Flux du rayonnement ascendant de grande longueur d'onde,,,W m-2,Operational,Original
grib2/4/2/0/5/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",5,,Bilan du rayonnement de grande longueur d'onde,,,W m-2,Operational,Original
grib2/4/2/0/5/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",6,,Bilan du rayonnement de grande longueur d'onde par ciel clair,,,W m-2,Operational,Original
grib2/4/2/0/5/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",7,,Température de luminance,,,K,Operational,Original
grib2/4/2/0/5/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",8,,Flux du rayonnement descendant de grande longueur d'onde par ciel clair,,,W m-2,Operational,Original
grib2/4/2/0/5/9,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",9,,Albédo IR proche pour le rayonnement diffus,,,%,Operational,AI Engine
grib2/4/2/0/5/10,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",10,,Albédo proche IR pour le rayonnement direct,,,%,Operational,AI Engine
grib2/4/2/0/5/11,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",11,,"Albédo IR proche pour le rayonnement direct, composante géométrique",,,%,Operational,AI Engine
grib2/4/2/0/5/12,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",12,,"Albédo proche IR pour le rayonnement direct, composante isotrope",,,%,Operational,AI Engine
grib2/4/2/0/5/13,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",13,,"Albédo IR proche pour le rayonnement direct, composant volumétrique",,,%,Operational,AI Engine
grib2/4/2/0/5/14-191,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",14-191,,En réserve,,,,Operational,AI Engine
grib2/4/2/0/5/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",192-254,,En réserve pour un usage local,,,,Operational,Original
grib2/4/2/0/5/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 5: rayonnement de grande longueur d'onde",255,,Valeur manquante,,,,Operational,Original
