ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/10/4/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",0,,Profondeur de la thermocline principale,,,m,Operational,PDF
grib2/4/2/10/4/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",1,,Anomalie de la thermocline principale,,,m,Operational,PDF
grib2/4/2/10/4/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",2,,Profondeur de la thermocline transitoire,,,m,Operational,PDF
grib2/4/2/10/4/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",3,,Salinité,,,kg kg-1,Operational,PDF
grib2/4/2/10/4/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",4,,Diffusivité de la chaleur océanique dans le plan vertical,,,m² s-1,Operational,PDF
grib2/4/2/10/4/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",5,,Diffusivité de la salinité océanique dans le plan vertical,,,m² s-1,Operational,PDF
grib2/4/2/10/4/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",6,,Diffusivité de la quantité de mouvement océanique dans le plan vertical,,,m² s-1,Operational,PDF
grib2/4/2/10/4/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",7,,Bathymétrie,,,m,Operational,PDF
grib2/4/2/10/4/8-10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",8-10,,En réserve,,,–,Operational,PDF
grib2/4/2/10/4/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",11,,Facteur de forme par rapport au profil de salinité,,,–,Operational,PDF
grib2/4/2/10/4/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",12,,Facteur de forme par rapport au profil de température au niveau de la thermocline,,,–,Operational,PDF
grib2/4/2/10/4/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",13,,Coefficient d'atténuation du rayonnement solaire par l'eau,,,m-1,Operational,PDF
grib2/4/2/10/4/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",14,,Profondeur de l'eau,,,m,Operational,PDF
grib2/4/2/10/4/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 10 — Produits océanographiques, Catégorie de paramètres 4: propriétés sous-marines",15,,Température de l'eau,,,K,Operational,PDF
