ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/4/2/0,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",0,,Densité numérique de particules,,,m-3,Operational,AI Engine
grib2/4/2/4/2/1,Tabla de cifrado 4.2 — Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",1,,Densité électronique,,,m-3,Operational,AI Engine
grib2/4/2/4/2/2,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",2,,Densité de protons,,,m-3,Operational,AI Engine
grib2/4/2/4/2/3,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",3,,Densité d'ions,,,m-3,Operational,AI Engine
grib2/4/2/4/2/4,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",4,,Contenu total d'électrons vertical,,,TECU,Operational,AI Engine
grib2/4/2/4/2/5,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",5,,Fréquence d'absorption HF,,,Hz,Operational,AI Engine
grib2/4/2/4/2/6,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",6,,Absorption HF,,,dB,Operational,AI Engine
grib2/4/2/4/2/7,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",7,,Propagation F,,,m,Operational,AI Engine
grib2/4/2/4/2/8,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",8,,h'F,,,m,Operational,AI Engine
grib2/4/2/4/2/9,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",9,,Fréquence critique,,,Hz,Operational,AI Engine
grib2/4/2/4/2/10,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",10,,Fréquence utilisable maximale (MUF),,,Hz,Operational,AI Engine
grib2/4/2/4/2/11,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",11,,Hauteur de crête (hm),,,m,Operational,AI Engine
grib2/4/2/4/2/12,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",12,,Densité de crête (Nm),,,m-3,Operational,AI Engine
grib2/4/2/4/2/13,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",13,,Épaisseur équivalente de dalle (tau),,,km,Operational,AI Engine
grib2/4/2/4/2/14-191,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",14-191,,En réserve,,,,Operational,AI Engine
grib2/4/2/4/2/192-254,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",192-254,,En réserve pour un usage local,,,,Operational,AI Engine
grib2/4/2/4/2/255,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 4 - Produits de météorologie spatiale, catégorie de paramètre 2 : masse et nombre de particules chargées",255,,Valeur manquante,,,,Operational,AI Engine
