ID,Title_fr,Subtitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/2/3/0/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",0,,Valeur ajustée de la luminance énergétique,,,Numérique,Operational,Original
grib2/4/2/3/0/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",1,,Valeur ajustée de l'albédo,,,Numérique,Operational,Original
grib2/4/2/3/0/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",2,,Valeur ajustée de la température de luminance,,,Numérique,Operational,Original
grib2/4/2/3/0/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",3,,Valeur ajustée de l'eau précipitable,,,Numérique,Operational,Original
grib2/4/2/3/0/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",4,,Valeur ajustée de l'indice de soulèvement,,,Numérique,Operational,Original
grib2/4/2/3/0/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",5,,Valeur ajustée de la pression au sommet des nuages,,,Numérique,Operational,Original
grib2/4/2/3/0/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",6,,Valeur ajustée de la température pelliculaire,,,Numérique,Operational,Original
grib2/4/2/3/0/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",7,,Masque de nuages,,,(Table de code 4.217),Operational,Original
grib2/4/2/3/0/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",8,,Type de scène formée de pixels,,,(Table de code 4.218),Operational,Original
grib2/4/2/3/0/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",9,,Indicateur de détection d'incendie,,,(Table de code 4.223),Operational,Original
grib2/4/2/3/0/10-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",10-191,,En réserve,,,,Operational,Original
grib2/4/2/3/0/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",192-254,,En réserve pour un usage local,,,,Operational,Original
grib2/4/2/3/0/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 3 – Produits spatiaux, Catégorie de paramètres 0: produits-image",255,,Valeur manquante,,,,Operational,Original
