ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/20/3/0,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",0,,Capacité de production d'énergie renouvelable,,,W,Operational,AI
grib2/4/2/20/3/1,"""Nombre de paramètres par discipline de produit et catégorie de paramètres""","Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",1,,Taux de production d'énergie renouvelable,,,W,Operational,AI
grib2/4/2/20/3/2,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",2,,Capacité de l'énergie éolienne,,,W,Operational,AI
grib2/4/2/20/3/3,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socioéconomiques, catégorie de paramètres 3 : secteur des énergies renouvelables",3,,Taux de production d'énergie éolienne,,,W,Operational,AI
grib2/4/2/20/3/4,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",4,,Capacité de production d'énergie photovoltaïque (PV) solaire,,,W,Operational,AI
grib2/4/2/20/3/5,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",5,,Taux de production d'énergie solaire photovoltaïque (PV),,,W,Operational,AI
grib2/4/2/20/3/6,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",6,,Capacité de production d'énergie solaire non photovoltaïque (PV),,,W,Operational,AI
grib2/4/2/20/3/7,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",7,,Taux de production d'énergie solaire non photovoltaïque (PV),,,W,Operational,AI
grib2/4/2/20/3/8,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",8,,Capacité de production d'énergie solaire concentrée (CSP),,,W,Operational,AI
grib2/4/2/20/3/9,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",9,,Taux de production d'énergie du solaire concentré (CSP),,,W,Operational,AI
grib2/4/2/20/3/10-191,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",10-191,,En réserve,,,,Operational,AI
grib2/4/2/20/3/192-254,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",192-254,,En réserve pour un usage local,,,,Operational,AI
grib2/4/2/20/3/255,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Discipline de produit 20 - Impacts sur la santé et socio-économiques, catégorie de paramètres 3 : secteur des énergies renouvelables",255,,Valeur manquante,,,,Operational,AI
