ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/2/3/0,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",0,,Type de sol,,,(Table de code 4.213),Operational,PDF
grib2/4/2/2/3/1,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",1,,Température de la couche supérieure du sol,(voir la note 1),1,K,Deprecated,PDF
grib2/4/2/2/3/2,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",2,,Teneur en eau de la couche supérieure du sol,(voir la note 1),1,kg m-3,Deprecated,PDF
grib2/4/2/2/3/3,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",3,,Teneur en eau de la couche inférieure du sol,(voir la note 1),1,kg m-3,Deprecated,PDF
grib2/4/2/2/3/4,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",4,,Température de la couche inférieure du sol,(voir la note 1),1,K,Deprecated,PDF
grib2/4/2/2/3/5,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",5,,Humidité liquide (non gelée) du sol en volume,(voir la note 2),3,Proportion,Deprecated,PDF
grib2/4/2/2/3/6,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",6,,Nombre de couches de terrain traversées par la rhizosphère,,,Numérique,Operational,PDF
grib2/4/2/2/3/7,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",7,,Apparition d'un arrêt de la transpiration dû au stress (humidité du sol),(voir la note 2),3,Proportion,Deprecated,PDF
grib2/4/2/2/3/8,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",8,,Arrêt de l'évaporation directe (humidité du sol),(voir la note 2),3,Proportion,Deprecated,PDF
grib2/4/2/2/3/9,Numéro de paramètre par domaine de spécialisation et catégorie de paramètre,"Domaine de spécialisation 2 – Produits pour la surface des terres, Catégorie de paramètres 3: produits relatifs aux sols",9,,Porosité du sol,(voir la note 2),3,Proportion,Deprecated,PDF
