ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/234/1,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,1,,"Cultures, agriculture mixte",,,,Operational,Original
grib2/4/234/2,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,2,,Herbe rase,,,,Operational,Original
grib2/4/234/3,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,3,,Conifères à feuillage persistant,,,,Operational,Original
grib2/4/234/4,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,4,,Conifères à feuillage caduc,,,,Operational,Original
grib2/4/234/5,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,5,,Feuillus à feuillage caduc,,,,Operational,Original
grib2/4/234/6,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,6,,Feuillus à feuillage persistant,,,,Operational,Original
grib2/4/234/7,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,7,,Herbe haute,,,,Operational,Original
grib2/4/234/8,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,8,,Désert,,,,Operational,Original
grib2/4/234/9,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,9,,Toundra,,,,Operational,Original
grib2/4/234/10,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,10,,Cultures irriguées,,,,Operational,Original
grib2/4/234/11,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,11,,Semi-désert,,,,Operational,Original
grib2/4/234/12,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,12,,Calottes glaciaires et glaciers,,,,Operational,Original
grib2/4/234/13,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,13,,Tourbières et marécages,,,,Operational,Original
grib2/4/234/14,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,14,,Eaux continentales,,,,Operational,Original
grib2/4/234/15,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,15,,Océan,,,,Operational,Original
grib2/4/234/16,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,16,,Arbustes à feuillage persistant,,,,Operational,Original
grib2/4/234/17,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,17,,Arbustes à feuillage caduc,,,,Operational,Original
grib2/4/234/18,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,18,,Forêt mixte,,,,Operational,Original
grib2/4/234/19,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,19,,Forêt intermittente,,,,Operational,Original
grib2/4/234/20,Table de code 4.234 – Fraction de couvert forestier (à utiliser comme paramètre partitionné dans le modèle de définition du produit 4.53 ou 4.54),,20,,Zone mixte (terrestre et aquatique),,,,Operational,Original
