ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/16/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",0,,Réflectivité radar équivalente pour la pluie,,,mm6 m-3,Operational,PDF
grib2/4/2/0/16/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",1,,Réflectivité radar équivalente pour la neige,,,mm6 m-3,Operational,PDF
grib2/4/2/0/16/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",2,,Réflectivité radar équivalente pour la convection paramétrisée,,,mm6 m-3,Operational,PDF
grib2/4/2/0/16/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",3,,Sommet de l'écho,,,m,Operational,PDF
grib2/4/2/0/16/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",4,,Réflectivité,,,dB,Operational,PDF
grib2/4/2/0/16/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",5,,Réflectivité composite,,,dB,Operational,PDF
grib2/4/2/0/16/6,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",6,,Intensité des précipitations*,,,kg m-2 s-1,Operational,AI
grib2/4/2/0/16/7,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",7,,Taux de précipitation maximal par couche,,,kg m-2 s-1,Operational,AI
grib2/4/2/0/16/8,Nombre de paramètres par discipline de produit et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",8,,Réflectivité maximale de couche,,,dB,Operational,AI
grib2/4/2/0/16/9-191,Numéro de paramètre par discipline de produit et catégorie de paramètre,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",9-191,,En réserve,,,,Operational,AI
grib2/4/2/0/16/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",192-254,,En réserve pour un usage local,,,,Operational,PDF
grib2/4/2/0/16/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 16: images radar prévues",255,,Valeur manquante,,,,Operational,PDF
