ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/0/0,,Numéro du modèle de définition du produit,0,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/1,,Numéro du modèle de définition du produit,1,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/2,,Numéro du modèle de définition du produit,2,,"Prévision dérivée, établie à partir de tous les membres de l'ensemble, pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/3,,Numéro du modèle de définition du produit,3,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/4,,Numéro du modèle de définition du produit,4,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/5,,Numéro du modèle de définition du produit,5,,"Prévision de probabilité pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/6,,Numéro du modèle de définition du produit,6,,"Prévision en percentiles pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/7,,Numéro du modèle de définition du produit,7,,"Erreur d'analyse ou de prévision pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/8,,Numéro du modèle de définition du produit,8,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/9,,Numéro du modèle de définition du produit,9,,"Prévision de probabilité pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/10,,Numéro du modèle de définition du produit,10,,"Prévision en percentiles pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/11,,Numéro du modèle de définition du produit,11,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/12,,Numéro du modèle de définition du produit,12,,"Prévision dérivée, établie à partir de tous les membres de l'ensemble, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/13,,Numéro du modèle de définition du produit,13,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone rectangulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/14,,Numéro du modèle de définition du produit,14,,"Prévision dérivée, établie à partir d'un groupe de membres de l'ensemble, appliquée à une zone circulaire, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non",,,,Operational,Original
grib2/4/0/15,,Numéro du modèle de définition du produit,15,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs ayant fait l'objet d'un traitement statistique pour une surface ou une couche horizontale, sur une zone et à un moment donnés",,,,Operational,Original
grib2/4/0/16-19,,Numéro du modèle de définition du produit,16-19,,En réserve,,,,Operational,Original
grib2/4/0/20,,Numéro du modèle de définition du produit,20,,Produit radar,,,,Operational,Original
grib2/4/0/21-29,,Numéro du modèle de définition du produit,21-29,,En réserve,,,,Operational,Original
grib2/4/0/30,,Numéro du modèle de définition du produit,30,,Produit de satellite (caduc),,,,Operational,Original
grib2/4/0/31,,Numéro du modèle de définition du produit,31,,Produit de satellite,,,,Operational,Original
grib2/4/0/32,,Numéro du modèle de définition du produit,32,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux données simulées (synthétiques) de satellite",,,,Operational,Original
grib2/4/0/33,,Numéro du modèle de définition du produit,33,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux données satellite simulées (de synthèse)",,,,Operational,Original
grib2/4/0/34,,Numéro du modèle de définition du produit,34,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux données satellite simulées (de synthèse)",,,,Operational,Original
grib2/4/0/35-39,,Numéro du modèle de définition du produit,35-39,,En réserve,,,,Operational,Original
grib2/4/0/40,,Numéro du modèle de définition du produit,40,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/41,,Numéro du modèle de définition du produit,41,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/42,,Numéro du modèle de définition du produit,42,,"Valeurs moyennes, cumulées et/ou extrêmes, ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/43,,Numéro du modèle de définition du produit,43,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux constituants chimiques de l'atmosphère",,,,Operational,Original
grib2/4/0/44,,Numéro du modèle de définition du produit,44,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",,,,Operational,Original
grib2/4/0/45,,Numéro du modèle de définition du produit,45,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux aérosols",,,,Operational,Original
grib2/4/0/46,,Numéro du modèle de définition du produit,46,,"Valeurs moyennes, cumulées et/ou extrêmes ou autres valeurs statistiques, pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relatives aux aérosols",,,,Operational,Original
grib2/4/0/47,,Numéro du modèle de définition du produit,47,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, durant un intervalle de temps continu ou non, relative aux aérosols",,,,Operational,Original
grib2/4/0/48,,Numéro du modèle de définition du produit,48,,"Analyse ou prévision pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",,,,Operational,Original
grib2/4/0/49,,Numéro du modèle de définition du produit,49,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux propriétés optiques des aérosols",,,,Operational,Original
grib2/4/0/50,,Numéro du modèle de définition du produit,50,,En réserve,,,,Operational,Original
grib2/4/0/51,,Numéro du modèle de définition du produit,51,,"Prévision catégorielle pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/52,,Numéro du modèle de définition du produit,52,,En réserve,,,,Operational,Original
grib2/4/0/53,,Numéro du modèle de définition du produit,53,,"Paramètres partitionnés pour une surface ou une couche horizontale, à un moment donné",,,,Operational,Original
grib2/4/0/54,,Numéro du modèle de définition du produit,54,,"Prévision d'ensemble prise séparément, de contrôle ou «perturbée», pour une surface ou une couche horizontale, à un moment donné, relative aux paramètres partitionnés",,,,Operational,Original
