ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/9/0,Type de probabilité,,0,,Probabilité du phénomène inférieure à la limite inférieure,,,,Operational,PDF
grib2/4/9/1,Type de probabilité,,1,,Probabilité du phénomène supérieure à la limite supérieure,,,,Operational,PDF
grib2/4/9/2,Type de probabilité,,2,,Probabilité du phénomène entre les limites inférieure et supérieure,,,,Operational,PDF
grib2/4/9/3,Type de probabilité,,3,,Probabilité du phénomène supérieure à la limite inférieure,,,,Operational,PDF
grib2/4/9/4,Type de probabilité,,4,,Probabilité du phénomène inférieure à la limite supérieure,,,,Operational,PDF
grib2/4/9/5,Type de probabilité,,5,,Probabilité du phénomène égal à la limite inférieure,,,,Operational,PDF
grib2/4/9/6,Type de probabilité,,6,,Probabilité du phénomène dans la catégorie supérieure à la normale,(voir les notes 1 et 2),"7,9",,Operational,PDF
grib2/4/9/7,Type de probabilité,,7,,Probabilité du phénomène dans la catégorie proche de la normale,(voir les notes 1 et 2),"7,9",,Operational,PDF
grib2/4/9/8,Type de probabilité,,8,,Probabilité du phénomène dans la catégorie inférieure à la normale,(voir les notes 1 et 2),"7,9",,Operational,PDF
grib2/4/9/9-191,Type de probabilité,,9-191,,En réserve,,,,Operational,PDF
grib2/4/9/192-254,Type de probabilité,,192-254,,En réserve pour un usage local,,,,Operational,PDF
grib2/4/9/255,Type de probabilité,,255,,Valeur manquante,,,,Operational,PDF
