ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/1/2/0,Table de code 1.2 – Signification de l'heure de référence,,0,,Analyse,,,,Operational,PDF
grib2/1/2/1,Table de code 1.2 – Signification de l'heure de référence,,1,,Début de la prévision,,,,Operational,PDF
grib2/1/2/2,Table de code 1.2 – Signification de l'heure de référence,,2,,Heure de vérification de la prévision,,,,Operational,PDF
grib2/1/2/3,Table de code 1.2 – Signification de l'heure de référence,,3,,Heure de l'observation,,,,Operational,PDF
grib2/1/2/4,Table de code 1.2 – Signification de l'heure de référence,,4,,Heure locale,,,,Operational,AI
grib2/1/2/5,Table de code 1.2 – Signification de l'heure de référence,,5,,Début de la simulation,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",150,,Operational,AI
grib2/1/2/6,Table de code 1.2 – Signification de l'heure de référence,,6,,Début de l'assimilation des données,,,,Operational,AI
grib2/1/2/7-191,Table de code 1.2 – Signification de l'heure de référence,,7-191,,En réserve,,,,Operational,AI
grib2/1/2/192-254,Table de code 1.2 – Signification de l'heure de référence,,192-254,,En réserve pour un usage local,,,,Operational,PDF
grib2/1/2/255,Table de code 1.2 – Signification de l'heure de référence,,255,,Valeur manquante,,,,Operational,PDF
