ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translated_by
grib2/4/240/0,Table de code 4.240 - Type de distribution,,0,,Aucune précision fournie sur la fonction de distribution,,,,Operational,Original
grib2/4/240/1,Table de code 4.240 - Type de distribution,,1,,Fonctions delta - concentration variable dans l'espace et diamètres fixes Dᵢ (ρ1) en mètres,(voir la note 1),,,Operational,Original
grib2/4/240/2,Table de code 4.240 - Type de distribution,,2,,Fonctions delta – concentration variable dans l'espace et masses fixes Mᵢ (ρ1) en kg,(voir la note 2),,,Operational,Original
grib2/4/240/3,Table de code 4.240 - Type de distribution,,3,,"Loi normale (de Gauss) - concentration variable dans l'espace et diamètre moyen Dᵢ (ρ1), et variance σ (ρ2) fixes",(voir la note 3),,,Operational,Original
grib2/4/240/4,Table de code 4.240 - Type de distribution,,4,,"Loi normale (de Gauss) - concentration, diamètre moyen et variance variables dans l'espace",(voir la note 4),,,Operational,Original
grib2/4/240/5,Table de code 4.240 - Type de distribution,,5,,"Distribution log-normale - concentration en nombre, diamètre moyen et variance variables dans l'espace",(voir la note 5),,,Operational,Original
grib2/4/240/6,Table de code 4.240 - Type de distribution,,6,,Distribution log-normale - concentration en nombre et diamètre moyen variables dans l'espace et variance σ (ρ1) fixe,(voir la note 6),,,Operational,Original
grib2/4/240/7,Table de code 4.240 - Type de distribution,,7,,"Distribution log-normale - concentrations en nombre et en masse variables dans l'espace, variance σ fixe (ρ1) et concentration de particules ρ (p2) fixe",(voir la note 7),,,Operational,Original
grib2/4/240/8,Table de code 4.240 - Type de distribution,,8,,Pas de fonction de distribution. La variable codée est obtenue à partir de variables qui se caractérisent par une fonction de distribution de type N° 7 (voir ci-dessus) avec une variance σ fixe (ρ1) et une concentration de particules fixe ρ (ρ2),,,,Operational,Original
grib2/4/240/9-49151,Table de code 4.240 - Type de distribution,,9-49151,,En réserve,,,,Operational,Original
grib2/4/240/49152-65534,Table de code 4.240 - Type de distribution,,49152-65534,,En réserve pour un usage local,,,,Operational,Original
grib2/4/240/65535,Table de code 4.240 - Type de distribution,,65535,,Valeur manquante,,,,Operational,Original
