ID,Title_fr,SubTitle_fr,CodeFlag,Value,MeaningParameterDescription_fr,Note_fr,noteIDs,UnitComments_fr,Status,translation_source
grib2/4/2/0/191/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",0,,Nombre de secondes avant l'heure de référence initiale (définie à la section 1),,,s,Operational,PDF
grib2/4/2/0/191/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",1,,Latitude géographique,,,°N,Operational,PDF
grib2/4/2/0/191/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",2,,Longitude géographique,,,°E,Operational,PDF
grib2/4/2/0/191/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",3,,Nombre de jours depuis la dernière observation,,,d,Operational,PDF
grib2/4/2/0/191/4,Tabla de cifrado 4.2 — Nombre de paramètres par champ de spécialisation et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",4,,Piste de densité de cyclone tropical,,,Numérique,Operational,AI
grib2/4/2/0/191/5,Nombre de paramètres par champ de spécialisation et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",5,,Trajectoire de l'ouragan dans la proximité spatio-temporelle,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",154,booléen,Operational,AI
grib2/4/2/0/191/6,Nombre de paramètres par champ de spécialisation et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",6,,Trajectoire de tempête tropicale dans la proximité spatio-temporelle,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",154,booléen,Operational,AI
grib2/4/2/0/191/7,Nombre de paramètres par champ de spécialisation et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",7,,Trajectoire de dépression tropicale dans la proximité spatiotemporelle,"(Le chiffre du code 5 s'applique au moment où un seul sous-intervalle de temps a été utilisé pour effectuer le calcul dans le domaine traité statistiquement. Les heures exactes de début et de fin du sous-intervalle ne sont pas données, mais l'on sait qu'elles sont comprises entre le début et la fin de l'intervalle de temps complet.)",154,booléen,Operational,AI
grib2/4/2/0/191/8-191,Tabla de cifrado 4.2 — Nombre de paramètres par champ de spécialisation et catégorie de paramètres,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",8-191,,En réserve,,,,Operational,AI
grib2/4/2/0/191/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",192-254,,En réserve pour un usage local,,,,Operational,PDF
grib2/4/2/0/191/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Domaine de spécialisation 0 – Produits météorologiques, Catégorie de paramètres 191: divers",255,,Valeur manquante,,,,Operational,PDF
