ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/10/2/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",0,,Suelo cubierto de hielo,,,Proporción,Operational,Original
grib2/4/2/10/2/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",1,,Espesor del hielo,,,m,Operational,Original
grib2/4/2/10/2/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",2,,Dirección de la deriva del hielo,,,grado verdadero,Operational,Original
grib2/4/2/10/2/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",3,,Velocidad de la deriva del hielo,,,m s-1,Operational,Original
grib2/4/2/10/2/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",4,,Componente u de la deriva del hielo,,,m s-1,Operational,Original
grib2/4/2/10/2/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",5,,Componente v de la deriva del hielo,,,m s-1,Operational,Original
grib2/4/2/10/2/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",6,,Tasa de aumento del hielo,,,m s-1,Operational,Original
grib2/4/2/10/2/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",7,,Divergencia del hielo,,,s-1,Operational,Original
grib2/4/2/10/2/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",8,,Temperatura del hielo,,,K,Operational,Original
grib2/4/2/10/2/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",9,,Módulo de presión interna del hielo*,,,Pa m,Operational,Original
grib2/4/2/10/2/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",10,,Componente zonal de la presión interna del hielo verticalmente integrado,,,Pa m,Operational,Original
grib2/4/2/10/2/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",11,,Componente vectorial meridional de la presión interna del hielo verticalmente integrado,,,Pa m,Operational,Original
grib2/4/2/10/2/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",12,,Fuerza compresiva del hielo,,,N m-1,Operational,Original
grib2/4/2/10/2/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",13,,Temperatura de la nieve (sobre el hielo marino),,,K,Operational,Original
grib2/4/2/10/2/14-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",14-191,,Reservados,,,,Operational,Original
grib2/4/2/10/2/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",192-254,,Reservados para uso local,,,,Operational,Original
grib2/4/2/10/2/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 2: hielo",255,,Valor faltante,,,,Operational,Original
