Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,1,,"Cultivos, agricultura mixta",,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,2,,Hierba corta,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,3,,Árboles perennes de hoja acicular,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,4,,Árboles caducifolios de hoja acicular,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,5,,Árboles caducifolios de hoja ancha,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,6,,Árboles perennes de hoja ancha,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,7,,Hierba alta,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,8,,Desierto,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,9,,Tundra,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,10,,Cultivos de regadío,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,11,,Semidesierto,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,12,,Casquetes de hielo y glaciares,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,13,,Ciénagas y pantanos,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,14,,Aguas interiores,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,15,,Océano,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,16,,Arbustos perennes,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,17,,Arbustos caducifolios,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,18,,Bosque mixto,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,19,,Bosque interrumpido,,,,Operational
Tabla de cifrado 4.234 – Fracción de la cubierta vegetal (se utilizará como parámetro con particiones en el modelo de definición del producto 4.53 ó 4.54),,20,,Mezcla de tierra y agua,,,,Operational
