Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.238 – Fuentes o sumideros,,0,,Otro,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,1,,Aviación,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,2,,Relámpagos,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,3,,Fuentes biogénicas,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,4,,Fuentes antropógenas,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,5,,Incendios forestales,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,6,,Fuentes naturales,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,7,,Volcanes,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,8,,Biocombustibles,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,9,,Combustibles fósiles,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,10,,Humedales,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,11,,Océanos,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,12,,Fuentes antropógenas en altura,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,13,,Fuentes antropógenas en superficie,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,14,,Ganadería,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,15,,Tierras agrícolas,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,16,,Quema de desechos agrícolas,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,17,,Agricultura (todo),,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,18,,"Combustión residencial, comercial y de otro tipo",,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,19,,Generación de energía,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,20,,Super centrales energéticas,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,21,,Emisiones fugitivas,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,22,,Procesos industriales,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,23,,Solventes,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,24,,Buques,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,25,,Desechos (sólidos y agua),,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,26,,Transporte por carretera,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,27,,Transporte por todo terreno,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,28-191,,Reservadas,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,192-254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 4.238 – Fuentes o sumideros,,255,,Faltante,,,,Operational
