Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,0,,Escena no identificada,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,1,,Bosque de hoja aciculada perenne,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,2,,Bosque de hoja ancha perenne,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,3,,Bosque de hoja aciculada caducifolio,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,4,,Bosque de hoja ancha caducifolio,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,5,,Bosque mixto caducifolio,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,6,,Tierras de matorral espeso,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,7,,Tierras de matorral ralo,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,8,,Sabana boscosa,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,9,,Sabana,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,10,,Pastizal,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,11,,Humedal permanente,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,12,,Tierra de cultivo,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,13,,Urbana,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,14,,Vegetación/cultivos,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,15,,Nieve/hielo permanente,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,16,,Desierto estéril,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,17,,Masas de agua,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,18,,Tundra,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,19,,Nube de agua caliente en estado líquido,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,20,,Nube de agua subfundida en estado líquido,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,21,,Nube de fase mixta,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,22,,Nube de hielo ópticamente delgado,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,23,,Nube de hielo ópticamente espeso,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,24,,Nube de capas múltiples,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,25-96,,Reservadas,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,97,,Nieve/hielo sobre la tierra,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,98,,Nieve/hielo sobre el agua,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,99,,Destello solar,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,100,,Nube general,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,101,,Nube baja/niebla/estratos,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,102,,Nube baja/estratocúmulus,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,103,,Nube baja/tipo desconocido,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,104,,Nube media/nimbostratus,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,105,,Nube media/altoestratus,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,106,,Nube media/tipo desconocido,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,107,,Nube alta/cúmulus,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,108,,Nube alta/cirrus,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,109,,Nube alta/desconocido,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,110,,Tipo de nube desconocido,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,111,,Nube de agua de una sola capa,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,112,,Nube de hielo de una sola capa,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,113-191,,Reservadas,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,192-254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 4.218 - Tipo de escena en píxeles,,255,,Valor faltante,,,,Operational
