Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.203 – Tipo de nube,,0,,Cielo despejado,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,1,,Cumulonimbus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,2,,Estratos,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,3,,Estratocúmulus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,4,,Cúmulus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,5,,Altostratus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,6,,Nimbostratus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,7,,Altocúmulus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,8,,Cirrostratus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,9,,Cirrocúmulus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,10,,Cirrus,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,11,,Cumulonimbus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,12,,Estratos - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,13,,Estratocúmulus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,14,,Cúmulus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,15,,Altostratus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,16,,Nimbostratus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,17,,Altocúmulus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,18,,Cirrostratus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,19,,Cirrocúmulus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,20,,Cirrus - niebla en superficie por debajo de la capa más baja,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,21-190,,Reservadas,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,191,,Se desconoce,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,192-254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 4.203 – Tipo de nube,,255,,Valor faltante,,,,Operational
