ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translated_by
grib2/4/2/0/5/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",0,,Flujo neto de la radiación de onda larga (superficie),(véase la nota),1,W m-2,Deprecated,Original
grib2/4/2/0/5/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",1,,Flujo neto de la radiación de onda larga (capa superior de la atmósfera),(véase la nota),1,W m-2,Deprecated,Original
grib2/4/2/0/5/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",2,,Flujo de la radiación de onda larga,(véase la nota),1,W m-2,Deprecated,Original
grib2/4/2/0/5/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",3,,Flujo de la radiación de onda larga descendente,,,W m-2,Operational,Original
grib2/4/2/0/5/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",4,,Flujo de la radiación de onda larga ascendente,,,W m-2,Operational,Original
grib2/4/2/0/5/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",5,,Flujo neto de la radiación de onda larga,,,W m-2,Operational,Original
grib2/4/2/0/5/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",6,,Flujo neto de la radiación de onda larga en cielo despejado,,,W m-2,Operational,Original
grib2/4/2/0/5/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",7,,Temperatura de luminancia,,,K,Operational,Original
grib2/4/2/0/5/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",8,,"Flujo de la radiación de onda larga descendente, cielo claro",,,W m-2,Operational,Original
grib2/4/2/0/5/9-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",9-191,,Reservados,,,,Operational,Original
grib2/4/2/0/5/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",192-254,,Reservados para uso local,,,,Operational,Original
grib2/4/2/0/5/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 5: radiación de onda larga",255,,Valor faltante,,,,Operational,Original
