ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translated_by
grib2/4/2/0/15/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",0,,Anchura del espectro de base,,,m s-1,Operational,Original
grib2/4/2/0/15/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",1,,Reflectividad de base,,,dB,Operational,Original
grib2/4/2/0/15/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",2,,Velocidad radial de base,,,m s-1,Operational,Original
grib2/4/2/0/15/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",3,,Agua líquida integrada verticalmente,,,kg m-2,Operational,Original
grib2/4/2/0/15/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",4,,Reflectividad máxima de la base de la capa,,,dB,Operational,Original
grib2/4/2/0/15/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",5,,Precipitaciones,,,kg m-2,Deprecated,Original
grib2/4/2/0/15/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",6,,Espectro radar (1),,,,Operational,Original
grib2/4/2/0/15/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",7,,Espectro radar (2),,,,Operational,Original
grib2/4/2/0/15/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",8,,Espectro radar (3),,,,Operational,Original
grib2/4/2/0/15/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",9,,Reflectividad de las gotículas de nube,,,dB,Operational,Original
grib2/4/2/0/15/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",10,,Reflectividad del hielo de nube,,,dB,Operational,Original
grib2/4/2/0/15/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",11,,Reflectividad de la nieve,,,dB,Operational,Original
grib2/4/2/0/15/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",12,,Reflectividad de la lluvia,,,dB,Operational,Original
grib2/4/2/0/15/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",13,,Reflectividad de la nieve granulada,,,dB,Operational,Original
grib2/4/2/0/15/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",14,,Reflectividad del granizo,,,dB,Operational,Original
grib2/4/2/0/15/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",15,,Reflectividad de escáner híbrido,,,dB,Operational,Original
grib2/4/2/0/15/16,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",16,,Altura de reflectividad de escáner híbrido,,,m,Operational,Original
grib2/4/2/0/15/17-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",17-191,,Reservados,,,,Operational,Original
grib2/4/2/0/15/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",192-254,,Reservados para uso local,,,,Operational,Original
grib2/4/2/0/15/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 15: radar",255,,Valor faltante,,,,Operational,Original
