Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,0,,Los datos se calculan directamente a partir de la retícula fuente sin interpolación (véase la nota 1),,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,1,,Interpolación bilineal que usa los 4 valores de los puntos reticulares de la retícula fuente que rodean el punto reticular nominal,,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,2,,Interpolación bicúbica que usa los 4 valores de los puntos reticulares de la retícula fuente que rodean el punto de retícula nominal,,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,3,,Uso del valor del punto reticular de la retícula fuente más cercano al punto reticular nominal,,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,4,,Interpolación del balance que usa los 4 valores de los puntos reticulares de la retícula fuente que rodean el punto de retícula nominal (véase la nota 2),,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,5,,Interpolación espectral que usa los 4 valores de los puntos reticulares de la retícula fuente que rodean el punto de retícula nominal,,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,6,,Interpolación del balance del punto reticular contiguo que usa los 4 valores de los puntos reticulares de la retícula fuente que rodean el punto de retícula nominal (véase la nota 3),,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,7-191,,Reservadas,,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,192-254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 4.15 – Tipo de tratamiento espacial utilizado para obtener un determinado valor a partir de los datos fuente,,255,,Valor faltante,,,,Operational
