ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/240/0,Tabla de cifrado 4.240 – Tipo de función de distribución,,0,,No se proporciona ninguna función de distribución específica,,,,Operational,Original
grib2/4/240/1,Tabla de cifrado 4.240 – Tipo de función de distribución,,1,,Funciones delta con concentración espacialmente variable y diámetros fijos Dl (p1) en metros (véase la nota 1),,,,Operational,Original
grib2/4/240/2,Tabla de cifrado 4.240 – Tipo de función de distribución,,2,,Funciones delta con concentración espacialmente variable y masas fijas Ml (p1) en kg (véase la nota 2),,,,Operational,Original
grib2/4/240/3,Tabla de cifrado 4.240 – Tipo de función de distribución,,3,,Distribución gausiana (normal) con concentración espacialmente variable y diámetro medio fijo DI (p1) y variancia σ (p2) (véase la nota 3),,,,Operational,Original
grib2/4/240/4,Tabla de cifrado 4.240 – Tipo de función de distribución,,4,,"Distribución gausiana (normal) con concentración espacialmente variable, diámetro medio y variancia (véase la nota 4)",,,,Operational,Original
grib2/4/240/5,Tabla de cifrado 4.240 – Tipo de función de distribución,,5,,"Distribución log-normal con densidad numérica espacialmente variable, diámetro medio y variancia (véase la nota 5)",,,,Operational,Original
grib2/4/240/6,Tabla de cifrado 4.240 – Tipo de función de distribución,,6,,"Distribución log-normal con densidad numérica espacialmente variable, diámetro medio y variancia fija σ (p1) (véase la nota 6)",,,,Operational,Original
grib2/4/240/7,Tabla de cifrado 4.240 – Tipo de función de distribución,,7,,Distribución log-normal con densidad numérica espacialmente variable y densidad másica y variancia fija σ (p1) y densidad de partículas fija p (p2) (véase la nota 7),,,,Operational,Original
grib2/4/240/8,Tabla de cifrado 4.240 – Tipo de función de distribución,,8,,No hay función de distribución. La variable codificada deriva de variables caracterizadas por el tipo de función de distribución del tipo que figuran en 7 (véase más arriba) con varianza fija o (p1) y densidad de partícula fija p (p2),,,,Operational,Original
grib2/4/240/9-49151,Tabla de cifrado 4.240 – Tipo de función de distribución,,9-49151,,Reservadas,,,,Operational,Original
grib2/4/240/49152-65534,Tabla de cifrado 4.240 – Tipo de función de distribución,,49152-65534,,Reservadas para uso local,,,,Operational,Original
grib2/4/240/65535,Tabla de cifrado 4.240 – Tipo de función de distribución,,65535,,Valor faltante,,,,Operational,Original
