ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/0/19/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",0,,Visibilidad,,,m,Operational,PDF
grib2/4/2/0/19/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",1,,Albedo,,,%,Operational,PDF
grib2/4/2/0/19/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",2,,Probabilidad de tormentas,,,%,Operational,PDF
grib2/4/2/0/19/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",3,,Espesor de la capa de mezcla,,,m,Operational,PDF
grib2/4/2/0/19/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",4,,Ceniza volcánica,,,Tabla de cifrado 4.206,Operational,PDF
grib2/4/2/0/19/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",5,,Capa superior de formación de hielo,,,m,Operational,PDF
grib2/4/2/0/19/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",6,,Base de la formación de hielo,,,m,Operational,PDF
grib2/4/2/0/19/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",7,,Formación de hielo,,,Tabla de cifrado 4.207,Operational,PDF
grib2/4/2/0/19/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",8,,Capa superior de turbulencia,,,m,Operational,PDF
grib2/4/2/0/19/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",9,,Base de la turbulencia,,,m,Operational,PDF
grib2/4/2/0/19/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",10,,Turbulencia,,,Tabla de cifrado 4.208,Operational,PDF
grib2/4/2/0/19/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",11,,Energía cinética de la turbulencia,,,J kg-1,Operational,PDF
grib2/4/2/0/19/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",12,,Régimen de la capa límite planetaria,,,Tabla de cifrado 4.209,Operational,PDF
grib2/4/2/0/19/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",13,,Intensidad de la estela de condensación,,,Tabla de cifrado 4.210,Operational,PDF
grib2/4/2/0/19/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",14,,Estela de condensación atendiendo al tipo de reactor,,,Tabla de cifrado 4.211,Operational,PDF
grib2/4/2/0/19/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",15,,Capa superior de la estela de condensación,,,m,Operational,PDF
grib2/4/2/0/19/16,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",16,,Base de la estela de condensación,,,m,Operational,PDF
grib2/4/2/0/19/17,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",17,,Albedo de nieve máximo,(véase la nota 1),1,%,Deprecated,PDF
grib2/4/2/0/19/18,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",18,,Albedo exento de nieve,,,%,Operational,PDF
grib2/4/2/0/19/19,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",19,,Albedo de nieve,,,%,Operational,PDF
grib2/4/2/0/19/20,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",20,,Engelamiento,,,%,Operational,PDF
grib2/4/2/0/19/21,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",21,,Turbulencia en nube,,,%,Operational,PDF
grib2/4/2/0/19/22,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",22,,Turbulencia en aire claro (TAC),,,%,Operational,PDF
grib2/4/2/0/19/23,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",23,,Probabilidad de gotitas de agua grandes subfundidas,(véase la nota 2),78,%,Operational,PDF
grib2/4/2/0/19/24,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",24,,Energía cinética turbulenta convectiva,,,J kg-1,Operational,PDF
grib2/4/2/0/19/25,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",25,,Estado del tiempo,,,Tabla de cifrado 4.225,Operational,PDF
grib2/4/2/0/19/26,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",26,,Previsión convectiva,,,Tabla de cifrado 4.224,Operational,PDF
grib2/4/2/0/19/27,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",27,,Escenario de engelamiento,,,Tabla de cifrado 4.227,Operational,PDF
grib2/4/2/0/19/28,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",28,,Turbulencias de ondas orográficas (velocidad de disipación de los remolinos),,,m2/3 s-1,Operational,PDF
grib2/4/2/0/19/29,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",29,,Turbulencia en aire claro (TAC),,,m2/3 s-1,Operational,PDF
grib2/4/2/0/19/30,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",30,,Parámetro de disipación de los remolinos,(véase la nota 3),45,m2/3 s-1,Operational,PDF
grib2/4/2/0/19/31,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",31,,Máximo del parámetro de disipación de los remolinos en la capa,,,m2/3 s-1,Operational,PDF
grib2/4/2/0/19/32,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",32,,Nivel máximo de congelación,,,m,Operational,PDF
grib2/4/2/0/19/33,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",33,,Visibilidad a través de niebla líquida,,,m,Operational,PDF
grib2/4/2/0/19/34,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",34,,visibilidad a través de niebla helada,,,m,Operational,PDF
grib2/4/2/0/19/35,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",35,,Visibilidad a través de ventisca de nieve,,,m,Operational,PDF
grib2/4/2/0/19/36,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",36,,Presencia de chubascos de nieve,,,Tabla de cifrado 4.222,Operational,PDF
grib2/4/2/0/19/37,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",37,,Severidad del engelamiento,,,Tabla de cifrado 4.228,Operational,PDF
grib2/4/2/0/19/38,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",38,,Índice de transparencia del cielo,(véase la nota 4),60,Tabla de cifrado 4.214,Operational,PDF
grib2/4/2/0/19/39,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",39,,Índice de visibilidad astronómica (seeing),(véase la nota 5),74,Tabla de cifrado 4.214,Operational,PDF
grib2/4/2/0/19/40,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",40,,Nivel de la nieve,,,m,Operational,PDF
grib2/4/2/0/19/41-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",41-191,,Reservados,,,,Operational,PDF
grib2/4/2/0/19/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",192-254,,Reservados para uso local,,,,Operational,PDF
grib2/4/2/0/19/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 19: propiedades físicas de la atmósfera",255,,Valor faltante,,,,Operational,PDF
