ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/10/3/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",0,,Temperatura del agua,,,K,Operational,PDF
grib2/4/2/10/3/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",1,,Desviación en relación con el nivel medio del mar,,,m,Operational,PDF
grib2/4/2/10/3/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",2,,Coeficiente de intercambio de calor,,,—,Operational,PDF
grib2/4/2/10/3/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",3,,Salinidad práctica,,,Numérica,Operational,PDF
grib2/4/2/10/3/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",4,,Flujo de calor descendente,,,W m-2,Operational,PDF
grib2/4/2/10/3/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",5,,Tensión superficial con dirección este,,,N m-2,Operational,PDF
grib2/4/2/10/3/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",6,,Tensión superficial con dirección norte,,,N m-2,Operational,PDF
grib2/4/2/10/3/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",7,,Componente x del estrés superficial,(véase la nota 1),21,N m-2,Operational,PDF
grib2/4/2/10/3/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",8,,Componente y del estrés superficial,(véase la nota 1),21,N m-2,Operational,PDF
grib2/4/2/10/3/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",9,,Cambios termostéricos en la altura de la superficie del mar,,,m,Operational,PDF
grib2/4/2/10/3/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",10,,Cambios halostéricos en la altura de la superficie del mar,,,m,Operational,PDF
grib2/4/2/10/3/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",11,,Cambios estéricos en la altura de la superficie del mar,,,m,Operational,PDF
grib2/4/2/10/3/12-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",12-191,,Reservados,,,,Operational,PDF
grib2/4/2/10/3/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",192-254,,Reservados para uso local,,,,Operational,PDF
grib2/4/2/10/3/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 10 — Productos oceanográficos, categoría de parámetros 3: propiedades de la superficie",255,,Valor faltante,,,,Operational,PDF
