Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.224 – Predicción categórica,,0,,Zona sin riesgo,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,1,,Reservada,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,2,,Zona de riesgo de tormentas generales,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,3,,Reservada,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,4,,Zona de riesgo leve,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,5,,Reservada,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,6,,Zona de riesgo moderado,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,7,,Reservada,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,8,,Zona de alto riesgo,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,9-10,,Reservadas,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,11,,Zona de riesgo de tormentas secas (relámpagos secos),,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,12-13,,Reservadas,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,14,,Zona de riesgo grave,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,15-17,,Reservadas,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,18,,Zona de riesgo extremadamente grave,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,19-254,,Reservadas,,,,Operational
Tabla de cifrado 4.224 – Predicción categórica,,255,,Valor faltante,,,,Operational
