Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.212 - Usos de las tierras,,0,,Reservada,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,1,,Terrenos urbanos,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,2,,Agricultura,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,3,,Pastizales,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,4,,Bosque caducifolio,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,5,,Bosque de coníferas,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,6,,Bosque/humedal,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,7,,Agua,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,8,,Humedales,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,9,,Desierto,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,10,,Tundra,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,11,,Hielo,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,12,,Bosque tropical,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,13,,Sabana,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,14-191,,Reservadas,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,192-254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 4.212 - Usos de las tierras,,255,,Valor faltante,,,,Operational
