ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/1/0/0,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,0,,Experimental,,,,Deprecated,Original
grib2/1/0/1,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,1,,Versión aplicada el 7 de noviembre de 2001,,,,Deprecated,Original
grib2/1/0/2,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,2,,Versión aplicada el 4 de noviembre de 2003,,,,Deprecated,Original
grib2/1/0/3,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,3,,Versión aplicada el 2 de noviembre de 2005,,,,Deprecated,Original
grib2/1/0/4,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,4,,Versión aplicada el 7 de noviembre de 2007,,,,Deprecated,Original
grib2/1/0/5,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,5,,Versión aplicada el 4 de noviembre de 2009,,,,Deprecated,Original
grib2/1/0/6,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,6,,Versión aplicada el 15 de septiembre de 2010,,,,Deprecated,Original
grib2/1/0/7,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,7,,Versión aplicada el 4 de mayo de 2011,,,,Deprecated,Original
grib2/1/0/8,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,8,,Versión aplicada el 2 de noviembre de 2011,,,,Deprecated,Original
grib2/1/0/9,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,9,,Versión aplicada el 2 de mayo de 2012,,,,Deprecated,Original
grib2/1/0/10,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,10,,Versión aplicada el 7 de noviembre de 2012,,,,Deprecated,Original
grib2/1/0/11,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,11,,Versión aplicada el 8 de mayo de 2013,,,,Deprecated,Original
grib2/1/0/12,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,12,,Versión aplicada el 14 de noviembre de 2013,,,,Deprecated,Original
grib2/1/0/13,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,13,,Versión aplicada el 7 de mayo de 2014,,,,Deprecated,Original
grib2/1/0/14,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,14,,Versión aplicada el 5 de noviembre de 2014,,,,Deprecated,Original
grib2/1/0/15,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,15,,Versión aplicada el 6 de mayo de 2015,,,,Deprecated,Original
grib2/1/0/16,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,16,,Versión aplicada el 11 de noviembre de 2015,,,,Deprecated,Original
grib2/1/0/17,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,17,,Versión aplicada el 4 de mayo de 2016,,,,Deprecated,Original
grib2/1/0/18,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,18,,Versión aplicada el 2 de noviembre de 2016,,,,Deprecated,Original
grib2/1/0/19,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,19,,Versión aplicada el 3 de mayo de 2017,,,,Deprecated,Original
grib2/1/0/20,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,20,,Versión aplicada el 8 de noviembre de 2017,,,,Deprecated,Original
grib2/1/0/21,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,21,,Versión aplicada el 2 de mayo de 2018,,,,Deprecated,Original
grib2/1/0/22,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,22,,Versión aplicada el 7 de noviembre de 2018,,,,Deprecated,Original
grib2/1/0/23,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,23,,Versión preoperativa que será aplicada con la próxima enmienda,,,,Deprecated,Original
grib2/1/0/24-254,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,24–254,,Versiones futuras,,,,Deprecated,Original
grib2/1/0/255,Tabla de cifrado 1.0 – Número de versión de las tablas maestras de la clave GRIB,,255,,Valor faltante,,,,Deprecated,Original
