ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/0/0/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",0,,Temperatura,,,K,Operational,Original
grib2/4/2/0/0/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",1,,Temperatura virtual,,,K,Operational,Original
grib2/4/2/0/0/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",2,,Temperatura potencial,,,K,Operational,Original
grib2/4/2/0/0/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",3,,Temperatura pseudo-adiabática potencial o temperatura potencial equivalente,,,K,Operational,Original
grib2/4/2/0/0/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",4,,Temperatura máxima,*,,K,Deprecated,Original
grib2/4/2/0/0/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",5,,Temperatura mínima,*,,K,Deprecated,Original
grib2/4/2/0/0/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",6,,Temperatura del punto de rocío,,,K,Operational,Original
grib2/4/2/0/0/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",7,,Depresión del punto de rocío (o déficit),,,K,Operational,Original
grib2/4/2/0/0/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",8,,Gradiente vertical de temperatura,,,K m-1,Operational,Original
grib2/4/2/0/0/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",9,,Anomalía de temperatura,,,K,Operational,Original
grib2/4/2/0/0/10,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",10,,Flujo neto del calor latente,,,W m-2,Operational,Original
grib2/4/2/0/0/11,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",11,,Flujo neto del calor sensible,,,W m-2,Operational,Original
grib2/4/2/0/0/12,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",12,,Índice térmico,,,K,Operational,Original
grib2/4/2/0/0/13,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",13,,Factor de enfriamiento eólico,,,K,Operational,Original
grib2/4/2/0/0/14,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",14,,Depresión mínima del punto de rocío,*,,K,Deprecated,Original
grib2/4/2/0/0/15,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",15,,Temperatura virtual potencial,,,K,Operational,Original
grib2/4/2/0/0/16,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",16,,Flujo de calor del cambio de fase de la nieve,,,W m-2,Operational,Original
grib2/4/2/0/0/17,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",17,,Temperatura pelicular,,,K,Operational,Original
grib2/4/2/0/0/18,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",18,,Temperatura de nieve (cima de la nieve),,,K,Operational,Original
grib2/4/2/0/0/19,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",19,,Coeficiente de transferencia turbulenta de calor,,,Numérica,Operational,Original
grib2/4/2/0/0/20,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",20,,Coeficiente de difusión turbulenta de calor,,,m² s-1,Operational,Original
grib2/4/2/0/0/21,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",21,,Temperatura aparente,**,,K,Operational,Original
grib2/4/2/0/0/22,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",22,,Patrón de evolución de la temperatura debido a la radiación de onda corta,,,K s-1,Operational,Original
grib2/4/2/0/0/23,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",23,,Patrón de evolución de la temperatura debido a la radiación de onda larga,,,K s-1,Operational,Original
grib2/4/2/0/0/24,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",24,,Patrón de evolución de la temperatura debido a la radiación de onda corta en cielo despejado,,,K s-1,Operational,Original
grib2/4/2/0/0/25,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",25,,Patrón de evolución de la temperatura debido a la radiación de onda larga en cielo despejado,,,K s-1,Operational,Original
grib2/4/2/0/0/26,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",26,,Patrón de evolución de la temperatura debido a parametrización,,,K ss-1,Operational,Original
grib2/4/2/0/0/27,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",27,,Temperatura de bulbo húmedo,,,K,Operational,Original
grib2/4/2/0/0/28,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",28,,Componente no equilibrado de temperatura,,,K,Operational,Original
grib2/4/2/0/0/29,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",29,,Advección de temperatura,,,K s-1,Operational,Original
grib2/4/2/0/0/30,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",30,,Flujo neto de calor latente debido a la evaporación,,,W m-2,Operational,Original
grib2/4/2/0/0/31,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",31,,Flujo neto de calor latente debido a la sublimación,,,W m-2,Operational,Original
grib2/4/2/0/0/32-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",32-191,,Reservados,,,,Operational,Original
grib2/4/2/0/0/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",192-254,,Reservados para uso local,,,,Operational,Original
grib2/4/2/0/0/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 0: temperatura",255,,Valor faltante,,,,Operational,Original
