Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.9 – Tipo de probabilidad,,0,,Probabilidad del fenómeno inferior al límite inferior,,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,1,,Probabilidad del fenómeno superior al límite superior,,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,2,,"Probabilidad del fenómeno entre los límites inferior y superior (el intervalo incluye el límite inferior, pero no el superior)",,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,3,,Probabilidad del fenómeno superior al límite inferior,,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,4,,Probabilidad del fenómeno inferior al límite superior,,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,5,,Probabilidad del fenómeno equivalente al límite inferior,,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,6,,Probabilidad del fenómeno en la categoría superior a lo normal (véanse las notas 1 y 2),,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,7,,Probabilidad del fenómeno en la categoría próxima a lo normal (véanse las notas 1 y 2),,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,8,,Probabilidad del fenómeno en la categoría inferior a lo normal (véanse las notas 1 y 2),,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,9-191,,Reservadas,,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,192-254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 4.9 – Tipo de probabilidad,,255,,Valor faltante,,,,Operational
