ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/214/0,Tabla de cifrado 4.214 – Calificador de factores ambientales,,0,,Pésimo,,,,Operational,PDF
grib2/4/214/1,Tabla de cifrado 4.214 – Calificador de factores ambientales,,1,,Muy malo,,,,Operational,PDF
grib2/4/214/2,Tabla de cifrado 4.214 – Calificador de factores ambientales,,2,,Malo,,,,Operational,PDF
grib2/4/214/3,Tabla de cifrado 4.214 – Calificador de factores ambientales,,3,,Regular,,,,Operational,PDF
grib2/4/214/4,Tabla de cifrado 4.214 – Calificador de factores ambientales,,4,,Bueno,,,,Operational,PDF
grib2/4/214/5,Tabla de cifrado 4.214 – Calificador de factores ambientales,,5,,Excelente,,,,Operational,PDF
grib2/4/214/6-190,Tabla de cifrado 4.214 – Calificador de factores ambientales,,6-190,,Reservadas,,,,Operational,PDF
grib2/4/214/191,Tabla de cifrado 4.214 – Calificador de factores ambientales,,191,,Desconocida,,,,Operational,PDF
grib2/4/214/192-254,Tabla de cifrado 4.214 – Calificador de factores ambientales,,192-254,,Reservadas para uso local,,,,Operational,PDF
grib2/4/214/255,Tabla de cifrado 4.214 – Calificador de factores ambientales,,255,,Valor faltante,,,,Operational,PDF
