Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",0,,Índice de elevación de una partícula (a 500 hPa),,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",1,,Índice de elevación óptimo (a 500 hPa),,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",2,,Índice K,,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",3,,Índice KO,,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",4,,Índice total-total,,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",5,,Índice Sweat,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",6,,Energía convectiva potencial disponible,,,J kg-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",7,,Inhibición convectiva,,,J kg-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",8,,Helicidad relativa de las tormentas,,,J kg-1,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",9,,Índice de helicidad de la energía,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",10,,Índice de elevación en superficie,,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",11,,Índice de elevación óptimo (4 capas),,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",12,,Número de Richardson,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",13,,Índice Showalter,,,K,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",14,,Reservado,,,,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",15,,Helicidad de arrastre ascendente,,,m² s-2,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",16,,Número de Richardson global,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",17,,Número de Richardson gradiente,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",18,,Número de Richardson de flujo,,,Numérica,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",19,,Energía convectiva potencial disponible cizalladura,,,m² s-2,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",20,,Índice de intensidad de la tormenta,,,Tabla de cifrado 4.246,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",21-191,,Reservados,,,,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",192-254,,Reservados para uso local,,,,Operational
Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 7: índices de estabilidad termodinámica",255,,Valor faltante,,,,Operational
