ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/0/6/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",0,,Contenido de hielo de las nubes,,,kg m-2,Operational,Original
grib2/4/2/0/6/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",1,,Cubierta total de nubes,,,%,Operational,Original
grib2/4/2/0/6/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",2,,Nubes convectivas,,,%,Operational,Original
grib2/4/2/0/6/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",3,,Nubes bajas,,,%,Operational,Original
grib2/4/2/0/6/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",4,,Nubes medias,,,%,Operational,Original
grib2/4/2/0/6/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",5,,Nubes elevadas,,,%,Operational,Original
grib2/4/2/0/6/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",6,,Contenido de agua de las nubes,,,kg m-2,Operational,Original
grib2/4/2/0/6/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",7,,Nubosidad,,,%,Operational,Original
grib2/4/2/0/6/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",8,,Tipo de nube,,,Tabla de cifrado 4.203,Operational,Original
grib2/4/2/0/6/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",9,,Altitud máxima de la capa superior de las tormentas,,,m,Operational,Original
