ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translation_source
grib2/4/2/3/0/0,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",0,,Valor ajustado de la radiancia,,,Numérica,Operational,Original
grib2/4/2/3/0/1,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",1,,Valor ajustado del albedo,,,Numérica,Operational,Original
grib2/4/2/3/0/2,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",2,,Valor ajustado de la temperatura de luminancia,,,Numérica,Operational,Original
grib2/4/2/3/0/3,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",3,,Valor ajustado del agua precipitable,,,Numérica,Operational,Original
grib2/4/2/3/0/4,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",4,,Valor ajustado del índice de elevación,,,Numérica,Operational,Original
grib2/4/2/3/0/5,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",5,,Valor ajustado de la presión en la cima de las nubes,,,Numérica,Operational,Original
grib2/4/2/3/0/6,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",6,,Valor ajustado de la temperatura pelicular,,,Numérica,Operational,Original
grib2/4/2/3/0/7,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",7,,Máscara de nubes,,,Tabla de cifrado 4.217,Operational,Original
grib2/4/2/3/0/8,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",8,,Tipo de escena en píxeles,,,Tabla de cifrado 4.218,Operational,Original
grib2/4/2/3/0/9,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",9,,Indicador de detección de incendios,,,Tabla de cifrado 4.223,Operational,Original
grib2/4/2/3/0/10-191,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",10–191,,Reservados,,,,Operational,Original
grib2/4/2/3/0/192-254,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",192–254,,Reservados para uso local,,,,Operational,Original
grib2/4/2/3/0/255,Tabla de cifrado 4.2 — Número de parámetros por campo de especialización y categoría de parámetros,"Campo de especialización 3 Productos espaciales, categoría de parámetros 0: productos de formato de imagen",255,,Valor faltante,,,,Operational,Original
