Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
Tabla de cifrado 1.4 – Tipo de datos,,0,,Productos de análisis,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,1,,Productos de previsiones,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,2,,Productos de análisis y previsión,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,3,,Productos de previsión de control,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,4,,Productos de predicción perturbada,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,5,,Productos de control y previsión perturbada,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,6,,Observaciones por satélite procesadas,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,7,,Observaciones por radar procesadas,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,8,,Probabilidad del episodio,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,9–191,,Reservadas,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,192–254,,Reservadas para uso local,,,,Operational
Tabla de cifrado 1.4 – Tipo de datos,,255,,Valor faltante,,,,Operational
