ID,Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status,translated_by
grib2/0/0/0/Productos meteorológicos,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,0,Productos meteorológicos,,,,,Operational,Original
grib2/0/0/1/Productos hidrológicos,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,1,Productos hidrológicos,,,,,Operational,Original
grib2/0/0/2/Productos para la superficie terrestre,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,2,Productos para la superficie terrestre,,,,,Operational,Original
grib2/0/0/3/Productos de teledetección por satélite (anteriormente “productos espaciales”),"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,3,Productos de teledetección por satélite (anteriormente “productos espaciales”),,,,,Operational,Original
grib2/0/0/4/Productos de meteorología espacial,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,4,Productos de meteorología espacial,,,,,Operational,Original
grib2/0/0/5-9/Reservadas,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,5-9,Reservadas,,,,,Operational,Original
grib2/0/0/10/Productos oceanográficos,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,10,Productos oceanográficos,,,,,Operational,Original
grib2/0/0/11-191/Reservadas,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,11-191,Reservadas,,,,,Operational,Original
grib2/0/0/192-254/Reservadas para uso local,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,192-254,Reservadas para uso local,,,,,Operational,Original
grib2/0/0/255/Valor faltante,"Campo de especialización de los datos procesados en el mensaje GRIB, número de la tabla maestra de la clave GRIB",,255,Valor faltante,,,,,Operational,Original
