ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/47/10,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/47/11,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/47/12,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",12,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/47/13-14,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",13-14,2,Тип аэрозоля,см. кодовую таблицу 4.233,,4.233,,Operational,PDF
grib2/4/47/15,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",15,1,Тип интервала для первого и второго размеров,см. кодовую таблицу 4.91,,4.91,,Operational,PDF
grib2/4/47/16,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",16,1,Масштабный коэффициент первого размера,,,,,Operational,PDF
grib2/4/47/17-20,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",17-20,4,Масштабированная величина первого размера в метрах,,,,,Operational,PDF
grib2/4/47/21,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",21,1,Масштабный коэффициент второго размера,,,,,Operational,PDF
grib2/4/47/22-25,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",22-25,4,Масштабированная величина второго размера в метрах,,,,,Operational,PDF
grib2/4/47/26,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",26,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/47/27,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",27,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/47/28-29,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",28-29,2,Часы отсечения данных после времени начала отсчета,см. примечание 1,33,,,Operational,PDF
grib2/4/47/30,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",30,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/47/31,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",31,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/47/32-35,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",32-35,4,Период действия прогноза в единицах,определенных в октете 31,111,,,Operational,PDF
grib2/4/47/36,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",36,1,Тип первой фиксированной поверхности(см. кодовую таблицу 4.5),,,4.5,,Operational,PDF
grib2/4/47/37,"Образец определения продукции 4.47 — индивидуальный ансамблевый прогноз, проконтро-",37,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
