ID,Title_ru,OctetNo,OctetCount,Contents_ru,Note_ru,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/79/10,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,10,1,Категория параметра,см. кодовую таблицу 4.1,,4.1,,Operational,PDF
grib2/4/79/11,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,11,1,Номер параметра,см. кодовую таблицу 4.2,,4.2,,Operational,PDF
grib2/4/79/12-13,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,12-13,2,Тип химических составляющих атмосферы,см. кодовую таблицу 4.230,,4.230,,Operational,PDF
grib2/4/79/14,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,14,1,Источник или поглотитель,см. кодовую таблицу 4.238,,4.238,,Operational,PDF
grib2/4/79/15,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,15,1,Тип процесса подготовки,см. кодовую таблицу 4.3,,4.3,,Operational,PDF
grib2/4/79/16,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,16,1,Указатель основного процесса подготовки (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/79/17,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,17,1,Указатель процесса подготовки прогноза (определяется центром-поставщиком),,,,,Operational,PDF
grib2/4/79/18-19,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,18-19,2,Часы отсечения данных после времени начала отсчета,см. примечание 1,33,,,Operational,PDF
grib2/4/79/20,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,20,1,Минуты отсечения данных после времени начала отсчета,,,,,Operational,PDF
grib2/4/79/21,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,21,1,Указатель единицы временного диапазона,см. кодовую таблицу 4.4,,4.4,,Operational,PDF
grib2/4/79/22-25,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,22-25,4,"Период действия прогноза в единицах, определенных в октете 20",,111,,,Operational,PDF
grib2/4/79/26,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,26,1,Тип первой фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/79/27,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,27,1,Масштабный коэффициент первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/79/28-31,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,28-31,4,Масштабированная величина первой фиксированной поверхности,,,,,Operational,PDF
grib2/4/79/32,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,32,1,Тип второй фиксированной поверхности,см. кодовую таблицу 4.5,,4.5,,Operational,PDF
grib2/4/79/33,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,33,1,Масштабный коэффициент второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/79/34-37,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,34-37,4,Масштабированная величина второй фиксированной поверхности,,,,,Operational,PDF
grib2/4/79/38,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,38,1,Тип ансамблевого прогноза,см. кодовую таблицу 4.6,,4.6,,Operational,PDF
grib2/4/79/39,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,39,1,Количество возмущений,,,,,Operational,PDF
grib2/4/79/40,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,40,1,Количество прогнозов в ансамбле,,,,,Operational,PDF
grib2/4/79/41-42,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,41-42,2,Год окончания всего временного интервала,,,,,Operational,PDF
grib2/4/79/43,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,43,1,Месяц окончания всего временного интервала,,,,,Operational,PDF
grib2/4/79/44,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,44,1,День окончания всего временного интервала,,,,,Operational,PDF
grib2/4/79/45,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,45,1,Час окончания всего временного интервала,,,,,Operational,PDF
grib2/4/79/46,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,46,1,Минута окончания всего временного интервала,,,,,Operational,PDF
grib2/4/79/47,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,47,1,Секунда окончания всего временного интервала,,,,,Operational,PDF
grib2/4/79/48,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,48,1,"n — количество спецификаций временного диапазона, описывающих временные интервалы",,,,,Operational,PDF
grib2/4/79/49-52,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,49-52,4,"Общее количество значений данных, отсутствующих в статистическом процессе",,,,,Operational,PDF
grib2/4/79//1,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,,,"Спецификация наиболее удаленного (или единственного) временного диапазона, за который проводится статистическая обработка",,,,,Operational,PDF
grib2/4/79/53,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,53,1,"Статистический процесс, используемый для расчета обработанного поля на основе поля за каждый инкремент времени в течение временного интервала",(см. кодовую таблицу 4.10),,4.10,,Operational,PDF
grib2/4/79/54,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,54,1,"Тип инкремента времени между последовательными полями, используемыми в статистической обработке",(см. кодовую таблицу 4.11),,4.11,,Operational,PDF
grib2/4/79/55,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,55,1,"Указатель единицы времени для временного диапазона, за который проводится статистическая обработка",(см. кодовую таблицу 4.4),,4.4,,Operational,PDF
grib2/4/79/56-59,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,56-59,4,"Продолжительность временного диапазона, за который проводится статистическая обработка",,,,,Operational,PDF
grib2/4/79/60,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,60,1,Указатель единицы времени для инкремента между используемыми последовательными полями (см. кодовую таблицу 4.4),,,4.4,,Operational,PDF
grib2/4/79/61-64,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,61-64,4,"Инкремент времени между последовательными полями в единицах, определенных в предыдущем октете (см. примечания 3 и 4)",,"7,101",,,Operational,PDF
grib2/4/79//2,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,,,"Эти октеты включаются, только если n > 1",,,,,Operational,PDF
grib2/4/79/65-76,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,65-76,12,"Как в октетах 53–64, следующий наиболее удаленный шаг обработки",,,,,Operational,PDF
grib2/4/79/77-nn,Образец определения продукции 4.79 — индивидуальный ансамблевый прогноз,77-nn,,"Дополнительные спецификации временного диапазона, включенные в соответствии с величиной n. Содержание как в октетах 53–64",,,,,Operational,PDF
